,model,generated,image_path,number_guesses,number_guesses_generated,soft_label
125,ADM,0,123/n01984695_65658.png,2,0,0.0
126,ADM,0,136/n02017213_7172.png,4,2,0.5
127,ADM,0,810/n04264628_636.png,1,1,1.0
128,ADM,0,477/n02966687_6219.png,1,0,0.0
129,ADM,0,604/n03544143_9622.png,3,2,0.6666666666666666
130,ADM,0,277/n02119022_1002.png,5,2,0.4
131,ADM,0,513/n03110669_111317.png,4,1,0.25
132,ADM,0,589/n03483316_5884.png,2,1,0.5
133,ADM,0,754/n04041544_42748.png,1,0,0.0
134,ADM,0,479/n02974003_8151.png,1,0,0.0
135,ADM,0,36/n01667778_3914.png,3,0,0.0
136,ADM,0,341/n02395406_6785.png,3,0,0.0
137,ADM,0,471/n02950826_21784.png,2,1,0.5
138,ADM,0,995/n13044778_4732.png,4,2,0.5
139,ADM,0,58/n01737021_124.png,1,0,0.0
140,ADM,0,530/n03196217_6832.png,1,0,0.0
141,ADM,0,466/n02917067_9001.png,2,0,0.0
142,ADM,0,790/n04204238_2070.png,2,0,0.0
143,ADM,0,154/n02086079_12927.png,3,0,0.0
144,ADM,0,736/n03982430_13200.png,1,0,0.0
145,ADM,0,460/n02894605_1625.png,2,1,0.5
146,ADM,0,651/n03761084_9835.png,2,1,0.5
147,ADM,0,294/n02132136_3036.png,6,2,0.3333333333333333
148,ADM,0,720/n03937543_793.png,5,0,0.0
149,ADM,0,278/n02119789_1107.png,1,0,0.0
150,ADM,0,768/n04118538_5962.png,2,0,0.0
151,ADM,0,956/n07760859_968.png,4,2,0.5
152,ADM,0,180/n02093428_1248.png,1,0,0.0
153,ADM,0,841/n04370456_11662.png,2,0,0.0
154,ADM,0,382/n02494079_8891.png,1,0,0.0
155,ADM,0,737/n03983396_10230.png,2,0,0.0
156,ADM,0,712/n03920288_1227.png,3,0,0.0
157,ADM,0,326/n02281787_2553.png,1,0,0.0
158,ADM,0,760/n04070727_4647.png,2,0,0.0
159,ADM,0,846/n04380533_7230.png,3,0,0.0
160,ADM,0,770/n04120489_207.png,1,0,0.0
161,ADM,0,43/n01688243_4849.png,1,0,0.0
162,ADM,0,541/n03249569_8851.png,2,0,0.0
163,ADM,0,206/n02099429_4847.png,4,4,1.0
164,ADM,0,2/n01484850_2984.png,3,1,0.3333333333333333
165,ADM,0,667/n03787032_11502.png,1,1,1.0
166,ADM,0,658/n03775071_30180.png,3,0,0.0
167,ADM,0,837/n04356056_8797.png,2,1,0.5
168,ADM,0,366/n02480855_6263.png,2,1,0.5
169,ADM,0,694/n03874293_12807.png,4,1,0.25
170,ADM,0,826/n04328186_4782.png,3,0,0.0
171,ADM,0,226/n02105251_1391.png,1,1,1.0
172,ADM,0,473/n02951585_20482.png,3,1,0.3333333333333333
173,ADM,0,754/n04041544_35763.png,2,0,0.0
174,ADM,0,619/n03637318_18356.png,3,0,0.0
175,ADM,0,973/n09256479_2510.png,3,0,0.0
176,ADM,0,274/n02115913_12976.png,2,1,0.5
177,ADM,0,554/n03344393_1147.png,1,0,0.0
178,ADM,0,434/n02808304_6474.png,1,0,0.0
179,ADM,0,58/n01737021_18806.png,5,2,0.4
180,ADM,0,218/n02102177_8536.png,3,1,0.3333333333333333
181,ADM,0,931/n07693725_17326.png,2,1,0.5
182,ADM,0,910/n04597913_2406.png,4,1,0.25
183,ADM,0,554/n03344393_2758.png,1,0,0.0
184,ADM,0,363/n02454379_2036.png,2,0,0.0
185,ADM,0,255/n02111129_3522.png,2,0,0.0
186,ADM,0,608/n03594734_34399.png,1,0,0.0
187,ADM,0,375/n02488702_3351.png,1,0,0.0
188,ADM,0,870/n04482393_2865.png,1,1,1.0
189,ADM,0,372/n02486410_1728.png,3,1,0.3333333333333333
190,ADM,0,559/n03376595_12256.png,5,1,0.2
191,ADM,0,391/n02536864_170.png,3,1,0.3333333333333333
192,ADM,0,805/n04254680_16669.png,2,0,0.0
193,ADM,0,457/n02883205_38529.png,1,0,0.0
194,ADM,0,386/n02504458_296.png,5,2,0.4
195,ADM,0,258/n02111889_6085.png,2,0,0.0
196,ADM,0,306/n02174001_5644.png,3,1,0.3333333333333333
197,ADM,0,264/n02113186_9547.png,3,0,0.0
198,ADM,0,116/n01955084_6754.png,2,1,0.5
199,ADM,0,192/n02096177_6288.png,1,0,0.0
200,ADM,0,566/n03394916_33771.png,1,0,0.0
201,ADM,0,896/n04553703_15056.png,3,0,0.0
202,ADM,0,598/n03529860_7495.png,1,0,0.0
203,ADM,0,521/n03133878_7957.png,1,0,0.0
204,ADM,0,206/n02099429_6036.png,1,0,0.0
205,ADM,0,51/n01704323_3468.png,3,0,0.0
206,ADM,0,621/n03649909_1131.png,1,0,0.0
207,ADM,0,721/n03938244_7397.png,2,0,0.0
208,ADM,0,286/n02125311_30598.png,1,1,1.0
209,ADM,0,907/n04591713_710.png,3,0,0.0
210,ADM,0,864/n04461696_9793.png,1,1,1.0
211,ADM,0,94/n01833805_13049.png,3,0,0.0
212,ADM,0,966/n07892512_728.png,1,0,0.0
213,ADM,0,343/n02397096_1536.png,3,3,1.0
214,ADM,0,853/n04417672_16083.png,2,1,0.5
215,ADM,0,95/n01843065_7980.png,4,1,0.25
216,ADM,0,957/n07768694_8781.png,2,0,0.0
217,ADM,0,250/n02110185_11141.png,1,0,0.0
218,ADM,0,599/n03530642_36456.png,4,0,0.0
219,ADM,0,598/n03529860_2442.png,5,0,0.0
220,ADM,0,850/n04399382_15182.png,2,1,0.5
221,ADM,0,988/n12267677_2397.png,4,1,0.25
222,ADM,0,497/n03028079_25435.png,2,1,0.5
223,ADM,0,203/n02098286_2376.png,3,0,0.0
224,ADM,0,249/n02110063_12654.png,1,0,0.0
225,ADM,0,368/n02483362_2903.png,4,1,0.25
226,ADM,0,100/n01860187_1503.png,1,0,0.0
227,ADM,0,426/n02794156_13167.png,2,0,0.0
228,ADM,0,683/n03838899_28539.png,1,0,0.0
229,ADM,0,373/n02487347_7835.png,3,1,0.3333333333333333
230,ADM,0,630/n03680355_11777.png,2,0,0.0
231,ADM,0,391/n02536864_24020.png,1,1,1.0
232,ADM,0,923/n07579787_21460.png,2,0,0.0
233,ADM,0,547/n03272562_12087.png,2,1,0.5
234,ADM,0,758/n04067472_9583.png,3,0,0.0
235,ADM,0,78/n01776313_63551.png,1,0,0.0
236,ADM,0,409/n02708093_356.png,1,0,0.0
237,ADM,0,847/n04389033_5954.png,1,0,0.0
238,ADM,0,233/n02106382_5753.png,5,1,0.2
239,ADM,0,720/n03937543_4782.png,1,0,0.0
240,ADM,0,708/n03903868_28578.png,2,0,0.0
241,ADM,0,491/n03000684_1246.png,3,0,0.0
242,ADM,0,555/n03345487_1447.png,2,0,0.0
243,ADM,0,759/n04069434_8398.png,1,0,0.0
244,ADM,0,503/n03062245_4129.png,2,0,0.0
245,ADM,0,478/n02971356_13615.png,2,0,0.0
246,ADM,0,196/n02097047_578.png,1,0,0.0
247,ADM,0,451/n02865351_15518.png,3,1,0.3333333333333333
248,ADM,0,776/n04141076_38248.png,4,1,0.25
249,ADM,0,944/n07718747_7875.png,1,0,0.0
250,ADM,0,156/n02086646_6542.png,3,0,0.0
251,ADM,0,165/n02089078_7866.png,2,0,0.0
252,ADM,0,400/n02669723_677.png,1,0,0.0
253,ADM,0,529/n03188531_15133.png,3,1,0.3333333333333333
254,ADM,0,151/n02085620_13284.png,1,0,0.0
255,ADM,0,383/n02497673_3521.png,1,0,0.0
256,ADM,0,996/n13052670_3870.png,3,0,0.0
257,ADM,0,889/n04536866_4800.png,3,2,0.6666666666666666
258,ADM,0,606/n03584829_22531.png,2,1,0.5
259,ADM,0,718/n03933933_6808.png,3,0,0.0
260,ADM,0,883/n04522168_8712.png,3,1,0.3333333333333333
261,ADM,0,88/n01818515_7653.png,4,1,0.25
262,ADM,0,488/n02999410_947.png,1,0,0.0
263,ADM,0,312/n02229544_5514.png,2,0,0.0
264,ADM,0,420/n02787622_12789.png,4,1,0.25
265,ADM,0,492/n03014705_44055.png,2,0,0.0
266,ADM,0,544/n03259280_14713.png,2,1,0.5
267,ADM,0,549/n03291819_64913.png,1,0,0.0
268,ADM,0,132/n02009912_29301.png,5,1,0.2
269,ADM,0,196/n02097047_2891.png,2,0,0.0
270,ADM,0,675/n03796401_12130.png,2,1,0.5
271,ADM,0,907/n04591713_1370.png,1,0,0.0
272,ADM,0,647/n03733805_21204.png,2,1,0.5
273,ADM,0,901/n04579145_3968.png,1,0,0.0
274,ADM,0,265/n02113624_6136.png,2,0,0.0
275,ADM,0,827/n04330267_4932.png,3,0,0.0
276,ADM,0,628/n03673027_44975.png,3,0,0.0
277,ADM,0,486/n02992211_38988.png,3,1,0.3333333333333333
278,ADM,0,889/n04536866_12902.png,1,0,0.0
279,ADM,0,327/n02317335_22623.png,2,0,0.0
280,ADM,0,202/n02098105_5953.png,1,0,0.0
281,ADM,0,545/n03271574_18131.png,2,1,0.5
282,ADM,0,582/n03461385_33152.png,2,0,0.0
283,ADM,0,300/n02165105_8681.png,2,0,0.0
284,ADM,0,946/n07730033_3754.png,1,0,0.0
285,ADM,0,214/n02101006_422.png,1,0,0.0
286,ADM,0,660/n03776460_16005.png,1,0,0.0
287,ADM,0,420/n02787622_7772.png,2,0,0.0
288,ADM,0,404/n02690373_1422.png,2,2,1.0
289,ADM,0,161/n02088238_2400.png,2,0,0.0
290,ADM,0,294/n02132136_9690.png,2,0,0.0
291,ADM,0,201/n02097658_154.png,2,1,0.5
292,ADM,0,313/n02231487_8857.png,3,0,0.0
293,ADM,0,96/n01843383_4212.png,1,0,0.0
294,ADM,0,108/n01914609_16406.png,2,0,0.0
295,ADM,0,687/n03854065_8823.png,1,0,0.0
296,ADM,0,118/n01978287_11272.png,2,0,0.0
297,ADM,0,669/n03788365_6104.png,3,1,0.3333333333333333
298,ADM,0,994/n13040303_7048.png,1,0,0.0
299,ADM,0,447/n02841315_8160.png,3,0,0.0
300,ADM,0,433/n02807133_13865.png,1,0,0.0
301,ADM,0,488/n02999410_6501.png,4,3,0.75
302,ADM,0,966/n07892512_14774.png,4,0,0.0
303,ADM,0,924/n07583066_12435.png,2,1,0.5
304,ADM,0,904/n04589890_8841.png,1,0,0.0
305,ADM,0,129/n02006656_22734.png,1,1,1.0
306,ADM,0,610/n03595614_4225.png,3,0,0.0
307,ADM,0,632/n03691459_16655.png,1,0,0.0
308,ADM,0,698/n03877845_5378.png,2,0,0.0
309,ADM,0,358/n02443114_39838.png,2,2,1.0
310,ADM,0,587/n03481172_6233.png,2,0,0.0
311,ADM,0,185/n02094114_380.png,2,0,0.0
312,ADM,0,818/n04286575_16824.png,2,1,0.5
313,ADM,0,3/n01491361_12627.png,1,0,0.0
314,ADM,0,258/n02111889_2820.png,2,0,0.0
315,ADM,0,654/n03769881_5705.png,2,0,0.0
316,ADM,0,925/n07584110_2929.png,4,0,0.0
317,ADM,0,873/n04486054_681.png,3,0,0.0
318,ADM,0,579/n03452741_21566.png,5,4,0.8
319,ADM,0,800/n04243546_16839.png,2,0,0.0
320,ADM,0,377/n02490219_2510.png,2,0,0.0
321,ADM,0,578/n03450230_21659.png,1,0,0.0
322,ADM,0,363/n02454379_14479.png,1,0,0.0
323,ADM,0,844/n04372370_6598.png,3,1,0.3333333333333333
324,ADM,0,660/n03776460_16215.png,2,1,0.5
325,ADM,0,829/n04335435_27908.png,2,0,0.0
326,ADM,0,929/n07615774_40217.png,1,0,0.0
327,ADM,0,143/n02037110_27314.png,2,0,0.0
328,ADM,0,599/n03530642_17976.png,2,1,0.5
329,ADM,0,173/n02091244_4618.png,3,1,0.3333333333333333
330,ADM,0,869/n04479046_5832.png,1,0,0.0
331,ADM,0,873/n04486054_1043.png,2,1,0.5
332,ADM,0,0/n01440764_4436.png,3,0,0.0
333,ADM,0,107/n01910747_2570.png,2,1,0.5
334,ADM,0,208/n02099712_5053.png,1,0,0.0
335,ADM,0,496/n03026506_1679.png,4,1,0.25
336,ADM,0,989/n12620546_11067.png,1,0,0.0
337,ADM,0,633/n03692522_9339.png,1,0,0.0
338,ADM,0,826/n04328186_8428.png,1,0,0.0
339,ADM,0,855/n04423845_24633.png,1,0,0.0
340,ADM,0,219/n02102318_11965.png,3,0,0.0
341,ADM,0,291/n02129165_1455.png,1,0,0.0
342,ADM,0,487/n02992529_52319.png,2,0,0.0
343,ADM,0,364/n02457408_14189.png,1,0,0.0
344,ADM,0,43/n01688243_438.png,2,0,0.0
345,ADM,0,997/n13054560_9423.png,3,1,0.3333333333333333
346,ADM,0,177/n02092002_697.png,1,0,0.0
347,ADM,0,83/n01798484_12695.png,4,1,0.25
348,ADM,0,587/n03481172_4753.png,2,0,0.0
349,ADM,0,403/n02687172_27936.png,1,0,0.0
350,ADM,0,930/n07684084_3086.png,4,0,0.0
351,ADM,0,521/n03133878_5747.png,4,4,1.0
352,ADM,0,494/n03017168_34663.png,3,1,0.3333333333333333
353,ADM,0,614/n03617480_7068.png,2,0,0.0
354,ADM,0,974/n09288635_3490.png,4,2,0.5
355,ADM,0,107/n01910747_3512.png,4,0,0.0
356,ADM,0,148/n02071294_34637.png,4,2,0.5
357,ADM,0,707/n03902125_13230.png,1,0,0.0
358,ADM,0,197/n02097130_9178.png,2,1,0.5
359,ADM,0,467/n02927161_9111.png,1,0,0.0
360,ADM,0,130/n02007558_5784.png,1,0,0.0
361,ADM,0,247/n02109525_10297.png,1,0,0.0
362,ADM,0,752/n04039381_4716.png,1,0,0.0
363,ADM,0,348/n02412080_20293.png,1,0,0.0
364,ADM,0,510/n03095699_12283.png,2,0,0.0
365,ADM,0,823/n04317175_14206.png,1,0,0.0
366,ADM,0,285/n02124075_12954.png,2,1,0.5
367,ADM,0,221/n02102973_6290.png,2,0,0.0
368,ADM,0,480/n02977058_1052.png,1,0,0.0
369,ADM,0,281/n02123045_3724.png,2,0,0.0
370,ADM,0,183/n02093859_3789.png,1,0,0.0
371,ADM,0,86/n01807496_16489.png,2,1,0.5
372,ADM,0,425/n02793495_13362.png,3,2,0.6666666666666666
373,ADM,0,897/n04554684_44762.png,1,1,1.0
374,ADM,0,953/n07753275_60900.png,6,3,0.5
375,ADM,0,336/n02361337_7092.png,2,1,0.5
376,ADM,0,677/n03804744_19294.png,2,0,0.0
377,ADM,0,489/n03000134_3861.png,1,0,0.0
378,ADM,0,13/n01534433_5960.png,1,0,0.0
379,ADM,0,99/n01855672_9477.png,2,0,0.0
380,ADM,0,186/n02094258_125.png,3,0,0.0
381,ADM,0,282/n02123159_10952.png,2,0,0.0
382,ADM,0,568/n03404251_7490.png,2,0,0.0
383,ADM,0,505/n03063689_18922.png,1,1,1.0
384,ADM,0,533/n03207743_22172.png,1,0,0.0
385,ADM,0,741/n03998194_8383.png,4,1,0.25
386,ADM,0,413/n02749479_3086.png,2,2,1.0
387,ADM,0,982/n10148035_17017.png,1,0,0.0
388,ADM,0,671/n03792782_9512.png,3,1,0.3333333333333333
389,ADM,0,961/n07860988_15509.png,2,1,0.5
390,ADM,0,915/n04613696_3340.png,1,0,0.0
391,ADM,0,124/n01985128_10861.png,2,1,0.5
392,ADM,0,3/n01491361_5863.png,1,0,0.0
393,ADM,0,253/n02110806_811.png,1,0,0.0
394,ADM,0,934/n07697537_3553.png,3,2,0.6666666666666666
395,ADM,0,592/n03492542_39276.png,2,0,0.0
396,ADM,0,370/n02484975_2569.png,4,1,0.25
397,ADM,0,979/n09468604_71279.png,2,0,0.0
398,ADM,0,942/n07717556_3272.png,2,2,1.0
399,ADM,0,562/n03388043_4164.png,3,0,0.0
400,ADM,0,675/n03796401_7022.png,3,0,0.0
401,ADM,0,490/n03000247_18852.png,3,0,0.0
402,ADM,0,345/n02403003_11501.png,3,1,0.3333333333333333
403,ADM,0,154/n02086079_4124.png,2,1,0.5
404,ADM,0,747/n04023962_26676.png,2,0,0.0
405,ADM,0,293/n02130308_2886.png,2,0,0.0
406,ADM,0,476/n02966193_7533.png,3,2,0.6666666666666666
407,ADM,0,876/n04493381_2551.png,4,2,0.5
408,ADM,0,140/n02027492_2001.png,2,0,0.0
409,ADM,0,731/n03970156_17760.png,3,0,0.0
410,ADM,0,748/n04026417_25842.png,3,0,0.0
411,ADM,0,503/n03062245_10323.png,1,0,0.0
412,ADM,0,134/n02012849_366.png,1,1,1.0
413,ADM,0,663/n03781244_781.png,4,0,0.0
414,ADM,0,369/n02483708_6114.png,4,3,0.75
415,ADM,0,453/n02870880_13940.png,2,0,0.0
416,ADM,0,952/n07753113_33895.png,1,0,0.0
417,ADM,0,251/n02110341_2034.png,3,0,0.0
418,ADM,0,6/n01498041_8542.png,1,0,0.0
419,ADM,0,271/n02114712_7452.png,1,0,0.0
420,ADM,0,874/n04487081_16722.png,1,0,0.0
421,ADM,0,638/n03710637_3363.png,2,0,0.0
422,ADM,0,697/n03877472_1829.png,2,0,0.0
423,ADM,0,331/n02326432_22276.png,3,2,0.6666666666666666
424,ADM,0,831/n04344873_7089.png,2,0,0.0
425,ADM,0,724/n03947888_26793.png,1,0,0.0
426,ADM,0,381/n02493793_7133.png,1,1,1.0
427,ADM,0,673/n03793489_8212.png,1,1,1.0
428,ADM,0,549/n03291819_4114.png,1,0,0.0
429,ADM,0,461/n02895154_33958.png,3,3,1.0
430,ADM,0,899/n04560804_1187.png,3,0,0.0
431,ADM,0,145/n02056570_8264.png,2,2,1.0
432,ADM,0,315/n02236044_12870.png,2,0,0.0
433,ADM,0,572/n03443371_16149.png,1,0,0.0
434,ADM,0,932/n07695742_19852.png,2,0,0.0
435,ADM,0,441/n02823750_5329.png,1,0,0.0
436,ADM,0,131/n02009229_5669.png,1,1,1.0
437,ADM,0,662/n03777754_5501.png,1,0,0.0
438,ADM,0,704/n03891332_8182.png,2,0,0.0
439,ADM,0,913/n04606251_554.png,2,1,0.5
440,ADM,0,767/n04116512_24721.png,2,1,0.5
441,ADM,0,382/n02494079_4863.png,1,0,0.0
442,ADM,0,45/n01692333_2347.png,1,0,0.0
443,ADM,0,478/n02971356_21093.png,2,0,0.0
444,ADM,0,54/n01729322_18225.png,1,0,0.0
445,ADM,0,476/n02966193_27748.png,2,1,0.5
446,ADM,0,753/n04040759_8463.png,1,1,1.0
447,ADM,0,622/n03657121_2205.png,2,0,0.0
448,ADM,0,398/n02666196_17031.png,1,0,0.0
449,ADM,0,911/n04599235_24845.png,3,0,0.0
450,ADM,0,386/n02504458_5166.png,3,1,0.3333333333333333
451,ADM,0,556/n03347037_3662.png,3,0,0.0
452,ADM,0,450/n02860847_16970.png,2,0,0.0
453,ADM,0,102/n01872401_2886.png,2,1,0.5
454,ADM,0,209/n02099849_825.png,2,0,0.0
455,ADM,0,388/n02510455_4362.png,2,1,0.5
456,ADM,0,423/n02791124_446.png,2,0,0.0
457,ADM,0,529/n03188531_11751.png,4,0,0.0
458,ADM,0,367/n02481823_6371.png,3,0,0.0
459,ADM,0,472/n02951358_167.png,2,0,0.0
460,ADM,0,610/n03595614_1835.png,1,0,0.0
461,ADM,0,433/n02807133_5157.png,1,0,0.0
462,ADM,0,962/n07871810_2163.png,1,0,0.0
463,ADM,0,489/n03000134_4177.png,3,0,0.0
464,ADM,0,220/n02102480_4348.png,2,2,1.0
465,ADM,0,605/n03584254_5907.png,2,0,0.0
466,ADM,0,243/n02108422_5260.png,1,0,0.0
467,ADM,0,683/n03838899_10117.png,1,0,0.0
468,ADM,0,393/n02607072_4194.png,1,0,0.0
469,ADM,0,820/n04310018_421.png,1,0,0.0
470,ADM,0,69/n01768244_2763.png,3,3,1.0
471,ADM,0,601/n03534580_11637.png,2,0,0.0
472,ADM,0,679/n03814906_60046.png,1,0,0.0
473,ADM,0,893/n04548362_33804.png,2,0,0.0
474,ADM,0,789/n04201297_3470.png,2,0,0.0
475,ADM,0,510/n03095699_3987.png,1,1,1.0
476,ADM,0,484/n02981792_2375.png,2,0,0.0
477,ADM,0,900/n04562935_1245.png,1,0,0.0
478,ADM,0,693/n03873416_30206.png,5,1,0.2
479,ADM,0,806/n04254777_17996.png,1,0,0.0
480,ADM,0,509/n03089624_59747.png,3,0,0.0
481,ADM,0,578/n03450230_37253.png,3,0,0.0
482,ADM,0,480/n02977058_22446.png,2,1,0.5
483,ADM,0,555/n03345487_16209.png,1,0,0.0
484,ADM,0,333/n02342885_10764.png,2,0,0.0
485,ADM,0,797/n04235860_14486.png,3,0,0.0
486,ADM,0,722/n03942813_14898.png,3,0,0.0
487,ADM,0,817/n04285008_5371.png,3,0,0.0
488,ADM,0,916/n06359193_1253.png,4,1,0.25
489,ADM,0,351/n02422106_2226.png,1,1,1.0
490,ADM,0,802/n04252077_6217.png,3,0,0.0
491,ADM,0,557/n03355925_291.png,1,0,0.0
