id,model,num_correct,err_rt,f_err_rt,r_err_rt,r_ans_rt,resp_time,f_resp_time,r_resp_time
participant_32,BigGAN,105.0,0.475,0.51,0.43999999999999995,0.535,216.17,113.29,102.88
participant_33,BigGAN,119.0,0.405,0.51,0.30000000000000004,0.605,337.24,166.34,170.9
participant_34,BigGAN,131.0,0.345,0.35,0.33999999999999997,0.505,228.05,109.75,118.3
participant_35,BigGAN,116.0,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.5,207.74,113.12,94.62
participant_36,BigGAN,130.0,0.35,0.51,0.18999999999999995,0.66,275.6,145.6,130.0
participant_37,BigGAN,122.0,0.39,0.55,0.22999999999999998,0.66,390.6,182.46,208.14
participant_38,BigGAN,121.0,0.395,0.38,0.41000000000000003,0.485,166.56,86.25,80.31
participant_39,BigGAN,135.0,0.32499999999999996,0.28,0.37,0.455,287.53,145.35,142.18
participant_40,BigGAN,105.0,0.475,0.53,0.42000000000000004,0.555,211.13,104.19,106.94
participant_41,BigGAN,114.0,0.43000000000000005,0.29000000000000004,0.5700000000000001,0.36,405.01,201.47,203.54
participant_42,BigGAN,120.0,0.4,0.53,0.27,0.63,186.55,94.87,91.67
participant_43,BigGAN,125.0,0.375,0.30000000000000004,0.44999999999999996,0.425,389.34,194.13,195.22
participant_44,BigGAN,123.0,0.385,0.31999999999999995,0.44999999999999996,0.435,320.67,154.17,166.5
participant_45,BigGAN,147.0,0.265,0.27,0.26,0.505,195.57,90.68,104.89
participant_46,BigGAN,129.0,0.355,0.28,0.43000000000000005,0.425,188.37,93.67,94.7
participant_47,BigGAN,144.0,0.28,0.31999999999999995,0.24,0.54,246.56,123.36,123.2
participant_48,BigGAN,118.0,0.41000000000000003,0.30000000000000004,0.52,0.39,628.46,304.31,324.14
participant_49,BigGAN,119.0,0.405,0.38,0.43000000000000005,0.475,291.36,145.73,145.63
participant_50,iDDPM-DDIM,130.0,0.35,0.33999999999999997,0.36,0.49,576.47,377.84,198.64
participant_51,iDDPM-DDIM,111.0,0.44499999999999995,0.41000000000000003,0.48,0.465,220.86,108.11,112.75
participant_52,iDDPM-DDIM,125.0,0.375,0.39,0.36,0.515,224.88,107.05,117.83
participant_53,iDDPM-DDIM,128.0,0.36,0.29000000000000004,0.43000000000000005,0.43,209.23,102.29,106.94
participant_54,iDDPM-DDIM,103.0,0.485,0.42000000000000004,0.55,0.435,187.1,98.8,88.3
participant_55,iDDPM-DDIM,112.0,0.43999999999999995,0.37,0.51,0.43,213.22,108.03,105.19
participant_56,iDDPM-DDIM,121.0,0.395,0.42000000000000004,0.37,0.525,374.61,209.34,165.28
participant_57,iDDPM-DDIM,115.0,0.42500000000000004,0.48,0.37,0.555,426.69,118.04,308.65
participant_58,iDDPM-DDIM,103.0,0.485,0.45999999999999996,0.51,0.475,324.35,126.2,198.15
participant_59,iDDPM-DDIM,154.0,0.22999999999999998,0.31999999999999995,0.14,0.59,199.58,104.11,95.47
participant_60,iDDPM-DDIM,111.0,0.44499999999999995,0.52,0.37,0.575,210.95,110.68,100.28
participant_61,iDDPM-DDIM,130.0,0.35,0.43000000000000005,0.27,0.58,265.54,136.63,128.91
participant_62,iDDPM-DDIM,137.0,0.31499999999999995,0.27,0.36,0.455,771.07,226.14,544.94
participant_63,iDDPM-DDIM,113.0,0.43500000000000005,0.51,0.36,0.575,188.95,94.05,94.9
participant_64,iDDPM-DDIM,131.0,0.345,0.36,0.32999999999999996,0.515,255.61,133.62,122.0
participant_65,iDDPM-DDIM,125.0,0.375,0.37,0.38,0.495,221.59,106.24,115.35
participant_66,iDDPM-DDIM,98.0,0.51,0.54,0.48,0.53,157.44,78.86,78.58
participant_67,iDDPM-DDIM,134.0,0.32999999999999996,0.27,0.39,0.44,204.16,96.97,107.19
participant_68,iDDPM-DDIM,115.0,0.42500000000000004,0.32999999999999996,0.52,0.405,205.33,108.03,97.3
participant_69,iDDPM-DDIM,115.0,0.42500000000000004,0.44999999999999996,0.4,0.525,314.37,162.52,151.85
participant_70,iDDPM-DDIM,126.0,0.37,0.49,0.25,0.62,228.24,112.98,115.26
participant_71,iDDPM-DDIM,124.0,0.38,0.29000000000000004,0.47,0.41,157.15,73.18,83.98
participant_72,iDDPM-DDIM,140.0,0.30000000000000004,0.21999999999999997,0.38,0.42,285.13,149.14,135.98
participant_73,iDDPM-DDIM,108.0,0.45999999999999996,0.64,0.28,0.68,190.36,94.17,96.19
participant_74,iDDPM-DDIM,97.0,0.515,0.7,0.32999999999999996,0.685,188.51,88.77,99.74
participant_75,iDDPM-DDIM,116.0,0.42000000000000004,0.36,0.48,0.44,161.55,81.6,79.94
participant_76,LOGAN,169.0,0.15500000000000003,0.13,0.18000000000000005,0.475,461.72,269.87,191.85
participant_77,LOGAN,150.0,0.25,0.32999999999999996,0.17000000000000004,0.58,275.16,139.58,135.58
participant_78,LOGAN,170.0,0.15000000000000002,0.14,0.16000000000000003,0.49,205.96,103.17,102.79
participant_79,LOGAN,141.0,0.29500000000000004,0.19999999999999996,0.39,0.405,277.72,141.42,136.3
participant_80,LOGAN,167.0,0.16500000000000004,0.13,0.19999999999999996,0.465,199.02,97.18,101.83
participant_81,LOGAN,131.0,0.345,0.29000000000000004,0.4,0.445,271.84,132.83,139.0
participant_82,LOGAN,111.0,0.44499999999999995,0.44999999999999996,0.43999999999999995,0.505,161.5,70.97,90.53
participant_83,LOGAN,167.0,0.16500000000000004,0.19999999999999996,0.13,0.535,155.47,77.99,77.49
participant_84,LOGAN,168.0,0.16000000000000003,0.07999999999999996,0.24,0.42,167.11,85.88,81.23
participant_85,LOGAN,167.0,0.16500000000000004,0.15000000000000002,0.18000000000000005,0.485,205.51,103.3,102.22
participant_86,LOGAN,141.0,0.29500000000000004,0.42000000000000004,0.17000000000000004,0.625,185.2,109.14,76.05
participant_87,LOGAN,170.0,0.15000000000000002,0.10999999999999999,0.18999999999999995,0.46,174.5,88.27,86.24
participant_88,LOGAN,187.0,0.06499999999999995,0.06999999999999995,0.06000000000000005,0.505,369.77,174.46,195.31
participant_89,LOGAN,178.0,0.10999999999999999,0.06000000000000005,0.16000000000000003,0.45,209.06,109.84,99.22
participant_90,LOGAN,158.0,0.20999999999999996,0.27,0.15000000000000002,0.56,204.61,111.43,93.18
participant_91,LOGAN,176.0,0.12,0.07999999999999996,0.16000000000000003,0.46,221.95,117.91,104.03
participant_92,LOGAN,181.0,0.09499999999999997,0.10999999999999999,0.07999999999999996,0.515,180.01,92.5,87.51
participant_93,LOGAN,185.0,0.07499999999999996,0.08999999999999997,0.06000000000000005,0.515,254.58,134.15,120.43
participant_94,LOGAN,167.0,0.16500000000000004,0.17000000000000004,0.16000000000000003,0.505,178.15,97.13,81.02
participant_95,LOGAN,129.0,0.355,0.4,0.31000000000000005,0.545,219.94,108.17,111.77
participant_96,LOGAN,129.0,0.355,0.37,0.33999999999999997,0.515,101.45,50.15,51.3
participant_97,LOGAN,164.0,0.18000000000000005,0.16000000000000003,0.19999999999999996,0.48,148.93,80.94,67.98
participant_98,LOGAN,176.0,0.12,0.07999999999999996,0.16000000000000003,0.46,200.6,98.56,102.03
participant_99,LOGAN,146.0,0.27,0.21999999999999997,0.31999999999999995,0.45,248.47,130.55,117.92
participant_100,LOGAN,144.0,0.28,0.48,0.07999999999999996,0.7,224.95,131.07,93.87
participant_101,LSGM-ODE,126.0,0.37,0.51,0.22999999999999998,0.64,208.31,112.92,95.39
participant_102,LSGM-ODE,113.0,0.43500000000000005,0.31999999999999995,0.55,0.385,218.12,107.45,110.67
participant_103,LSGM-ODE,100.0,0.5,0.53,0.47,0.53,175.11,88.71,86.39
participant_104,LSGM-ODE,109.0,0.45499999999999996,0.54,0.37,0.585,47.31,22.18,25.13
participant_105,LSGM-ODE,116.0,0.42000000000000004,0.4,0.43999999999999995,0.48,165.47,82.4,83.06
participant_106,LSGM-ODE,108.0,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.5,107.82,65.31,42.51
participant_107,LSGM-ODE,108.0,0.45999999999999996,0.48,0.43999999999999995,0.52,355.5,179.46,176.04
participant_108,LSGM-ODE,112.0,0.43999999999999995,0.56,0.31999999999999995,0.62,229.65,128.2,101.45
participant_109,LSGM-ODE,102.0,0.49,0.6,0.38,0.61,204.54,107.06,97.47
participant_110,LSGM-ODE,98.0,0.51,0.43999999999999995,0.5800000000000001,0.43,223.6,72.15,151.45
participant_111,LSGM-ODE,120.0,0.4,0.39,0.41000000000000003,0.49,138.74,71.3,67.44
participant_112,LSGM-ODE,128.0,0.36,0.33999999999999997,0.38,0.48,192.97,96.17,96.8
participant_113,LSGM-ODE,123.0,0.385,0.64,0.13,0.755,138.1,70.1,68.01
participant_114,LSGM-ODE,118.0,0.41000000000000003,0.43999999999999995,0.38,0.53,205.28,105.07,100.21
participant_115,LSGM-ODE,123.0,0.385,0.31999999999999995,0.44999999999999996,0.435,329.56,181.48,148.09
participant_116,LSGM-ODE,107.0,0.46499999999999997,0.41000000000000003,0.52,0.445,290.78,146.95,143.83
participant_117,LSGM-ODE,99.0,0.505,0.54,0.47,0.535,107.36,48.98,58.37
participant_118,LSGM-ODE,119.0,0.405,0.42000000000000004,0.39,0.515,256.3,132.93,123.37
participant_119,LSGM-ODE,97.0,0.515,0.61,0.42000000000000004,0.595,286.44,164.03,122.41
participant_120,LSGM-ODE,121.0,0.395,0.33999999999999997,0.44999999999999996,0.445,290.0,137.58,152.42
participant_121,LSGM-ODE,108.0,0.45999999999999996,0.56,0.36,0.6,242.21,137.1,105.11
participant_122,LSGM-ODE,129.0,0.355,0.45999999999999996,0.25,0.605,332.91,166.46,166.45
participant_123,LSGM-ODE,120.0,0.4,0.38,0.42000000000000004,0.48,202.22,103.37,98.85
participant_124,LSGM-ODE,106.0,0.47,0.48,0.45999999999999996,0.51,427.46,196.24,231.21
participant_125,LSGM-ODE,129.0,0.355,0.38,0.32999999999999996,0.525,257.26,127.84,129.42
participant_126,LSGM-ODE,98.0,0.51,0.38,0.64,0.37,357.41,177.36,180.05
participant_127,LSGM-ODE,104.0,0.48,0.39,0.5700000000000001,0.41,265.45,132.83,132.62
participant_128,MHGAN,114.0,0.43000000000000005,0.49,0.37,0.56,190.1,92.51,97.59
participant_129,MHGAN,139.0,0.30500000000000005,0.22999999999999998,0.38,0.425,379.26,195.64,183.62
participant_130,MHGAN,142.0,0.29000000000000004,0.26,0.31999999999999995,0.47,141.57,71.98,69.59
participant_131,MHGAN,130.0,0.35,0.36,0.33999999999999997,0.51,471.7,225.57,246.12
participant_132,MHGAN,148.0,0.26,0.27,0.25,0.51,379.95,195.71,184.24
participant_133,MHGAN,123.0,0.385,0.31000000000000005,0.45999999999999996,0.425,164.83,82.45,82.38
participant_134,MHGAN,111.0,0.44499999999999995,0.41000000000000003,0.48,0.465,185.09,89.91,95.19
participant_135,MHGAN,115.0,0.42500000000000004,0.43000000000000005,0.42000000000000004,0.505,304.48,164.92,139.57
participant_136,MHGAN,133.0,0.33499999999999996,0.39,0.28,0.555,211.12,103.79,107.33
participant_137,MHGAN,114.0,0.43000000000000005,0.49,0.37,0.56,295.79,158.73,137.05
participant_138,MHGAN,147.0,0.265,0.31999999999999995,0.20999999999999996,0.555,259.62,136.67,122.95
participant_139,MHGAN,150.0,0.25,0.28,0.21999999999999997,0.53,326.03,128.56,197.46
participant_140,MHGAN,125.0,0.375,0.33999999999999997,0.41000000000000003,0.465,203.4,100.24,103.16
participant_141,MHGAN,151.0,0.245,0.31000000000000005,0.18000000000000005,0.565,488.1,193.23,294.86
participant_142,MHGAN,150.0,0.25,0.21999999999999997,0.28,0.47,275.4,141.5,133.89
participant_143,MHGAN,124.0,0.38,0.52,0.24,0.64,317.52,159.82,157.7
participant_144,MHGAN,159.0,0.20499999999999996,0.13,0.28,0.425,252.66,123.41,129.25
participant_145,MHGAN,135.0,0.32499999999999996,0.33999999999999997,0.31000000000000005,0.515,328.89,175.24,153.65
participant_146,MHGAN,124.0,0.38,0.37,0.39,0.49,118.35,60.82,57.52
participant_147,MHGAN,100.0,0.5,0.5800000000000001,0.42000000000000004,0.58,140.4,68.86,71.54
participant_148,MHGAN,143.0,0.28500000000000003,0.28,0.29000000000000004,0.495,249.63,120.38,129.25
participant_149,MHGAN,145.0,0.275,0.22999999999999998,0.31999999999999995,0.455,187.26,94.43,92.83
participant_150,MHGAN,125.0,0.375,0.32999999999999996,0.42000000000000004,0.455,378.97,169.68,209.29
participant_151,MHGAN,136.0,0.31999999999999995,0.31999999999999995,0.31999999999999995,0.5,206.19,105.89,100.3
participant_152,MHGAN,136.0,0.31999999999999995,0.31999999999999995,0.31999999999999995,0.5,225.99,106.79,119.2
participant_153,NVAE,189.0,0.05500000000000005,0.050000000000000044,0.06000000000000005,0.495,153.59,84.92,68.67
participant_154,NVAE,183.0,0.08499999999999996,0.08999999999999997,0.07999999999999996,0.505,394.69,307.1,87.58
participant_155,NVAE,176.0,0.12,0.09999999999999998,0.14,0.48,215.53,116.2,99.33
participant_156,NVAE,173.0,0.135,0.08999999999999997,0.18000000000000005,0.455,179.97,94.03,85.94
participant_157,NVAE,173.0,0.135,0.12,0.15000000000000002,0.485,275.33,138.52,136.81
participant_158,NVAE,182.0,0.08999999999999997,0.09999999999999998,0.07999999999999996,0.51,173.78,89.2,84.59
participant_159,NVAE,182.0,0.08999999999999997,0.07999999999999996,0.09999999999999998,0.49,232.13,131.41,100.72
participant_160,NVAE,181.0,0.09499999999999997,0.09999999999999998,0.08999999999999997,0.505,133.39,75.38,58.01
participant_161,NVAE,180.0,0.09999999999999998,0.06000000000000005,0.14,0.46,269.85,145.41,124.44
participant_162,NVAE,180.0,0.09999999999999998,0.13,0.06999999999999995,0.53,218.42,114.27,104.14
participant_163,NVAE,178.0,0.10999999999999999,0.07999999999999996,0.14,0.47,156.53,79.99,76.54
participant_164,NVAE,174.0,0.13,0.14,0.12,0.51,242.22,128.02,114.19
participant_165,NVAE,162.0,0.18999999999999995,0.26,0.12,0.57,181.7,105.1,76.6
participant_166,NVAE,172.0,0.14,0.09999999999999998,0.18000000000000005,0.46,488.74,288.1,200.63
participant_167,NVAE,186.0,0.06999999999999995,0.07999999999999996,0.06000000000000005,0.51,192.65,100.54,92.11
participant_168,NVAE,179.0,0.10499999999999998,0.15000000000000002,0.06000000000000005,0.545,222.2,137.27,84.93
participant_169,NVAE,167.0,0.16500000000000004,0.17000000000000004,0.16000000000000003,0.505,197.3,99.38,97.92
participant_170,NVAE,123.0,0.385,0.5900000000000001,0.18000000000000005,0.705,188.69,102.24,86.46
participant_171,NVAE,179.0,0.10499999999999998,0.09999999999999998,0.10999999999999999,0.495,248.76,126.86,121.9
participant_172,NVAE,182.0,0.08999999999999997,0.08999999999999997,0.08999999999999997,0.5,275.92,153.09,122.83
participant_173,NVAE,180.0,0.09999999999999998,0.06000000000000005,0.14,0.46,223.14,116.93,106.21
participant_174,NVAE,177.0,0.11499999999999999,0.12,0.10999999999999999,0.505,183.86,106.07,77.78
participant_175,NVAE,186.0,0.06999999999999995,0.040000000000000036,0.09999999999999998,0.47,192.62,102.09,90.53
participant_176,NVAE,187.0,0.06499999999999995,0.020000000000000018,0.10999999999999999,0.455,255.81,139.7,116.11
participant_177,NVAE,115.0,0.42500000000000004,0.42000000000000004,0.43000000000000005,0.495,509.73,450.52,59.21
participant_178,PFGMPP,111.0,0.44499999999999995,0.31000000000000005,0.5800000000000001,0.365,192.17,96.56,95.61
participant_179,PFGMPP,112.0,0.43999999999999995,0.48,0.4,0.54,225.84,106.39,119.45
participant_180,PFGMPP,114.0,0.43000000000000005,0.33999999999999997,0.52,0.41,329.41,161.13,168.28
participant_181,PFGMPP,106.0,0.47,0.6,0.33999999999999997,0.63,187.01,90.45,96.56
participant_182,PFGMPP,130.0,0.35,0.39,0.31000000000000005,0.54,342.54,209.27,133.28
participant_183,PFGMPP,110.0,0.44999999999999996,0.5,0.4,0.55,732.34,284.92,447.42
participant_184,PFGMPP,107.0,0.46499999999999997,0.53,0.4,0.565,192.62,98.91,93.71
participant_185,PFGMPP,130.0,0.35,0.36,0.33999999999999997,0.51,280.95,125.98,154.98
participant_186,PFGMPP,112.0,0.43999999999999995,0.45999999999999996,0.42000000000000004,0.52,159.15,118.8,40.34
participant_187,PFGMPP,122.0,0.39,0.32999999999999996,0.44999999999999996,0.44,281.97,144.62,137.35
participant_188,PFGMPP,120.0,0.4,0.48,0.31999999999999995,0.58,264.77,149.34,115.43
participant_189,PFGMPP,118.0,0.41000000000000003,0.47,0.35,0.56,258.7,132.47,126.23
participant_190,PFGMPP,132.0,0.33999999999999997,0.29000000000000004,0.39,0.45,187.42,94.29,93.13
participant_191,PFGMPP,109.0,0.45499999999999996,0.35,0.56,0.395,186.25,94.26,91.99
participant_192,PFGMPP,114.0,0.43000000000000005,0.51,0.35,0.58,151.5,73.72,77.78
participant_193,PFGMPP,90.0,0.55,0.52,0.5800000000000001,0.47,110.26,57.79,52.46
participant_194,PFGMPP,109.0,0.45499999999999996,0.56,0.35,0.605,212.66,108.37,104.28
participant_195,PFGMPP,129.0,0.355,0.30000000000000004,0.41000000000000003,0.445,345.55,172.26,173.29
participant_196,PFGMPP,108.0,0.45999999999999996,0.42000000000000004,0.5,0.46,155.0,74.07,80.93
participant_197,PFGMPP,106.0,0.47,0.5700000000000001,0.37,0.6,104.75,54.21,50.54
participant_198,PFGMPP,112.0,0.43999999999999995,0.64,0.24,0.7,119.74,59.52,60.22
participant_199,PFGMPP,97.0,0.515,0.76,0.27,0.745,175.8,85.52,90.28
participant_200,PFGMPP,103.0,0.485,0.49,0.48,0.505,283.82,96.52,187.3
participant_201,PFGMPP,125.0,0.375,0.33999999999999997,0.41000000000000003,0.465,490.21,239.61,250.6
participant_202,PFGMPP,95.0,0.525,0.24,0.81,0.215,112.39,50.31,62.09
participant_203,ReACGAN,122.0,0.39,0.32999999999999996,0.44999999999999996,0.44,231.58,112.54,119.03
participant_204,ReACGAN,141.0,0.29500000000000004,0.45999999999999996,0.13,0.665,164.44,86.56,77.88
participant_205,ReACGAN,154.0,0.22999999999999998,0.22999999999999998,0.22999999999999998,0.5,201.87,104.1,97.76
participant_206,ReACGAN,147.0,0.265,0.17000000000000004,0.36,0.405,464.78,219.8,244.98
participant_207,ReACGAN,133.0,0.33499999999999996,0.30000000000000004,0.37,0.465,184.56,101.57,82.99
participant_208,ReACGAN,150.0,0.25,0.21999999999999997,0.28,0.47,336.31,169.08,167.23
participant_209,ReACGAN,110.0,0.44999999999999996,0.5,0.4,0.55,174.08,84.94,89.14
participant_210,ReACGAN,148.0,0.26,0.22999999999999998,0.29000000000000004,0.47,292.79,130.77,162.02
participant_211,ReACGAN,148.0,0.26,0.15000000000000002,0.37,0.39,191.93,90.71,101.22
participant_212,ReACGAN,123.0,0.385,0.39,0.38,0.505,452.13,204.15,247.97
participant_213,ReACGAN,137.0,0.31499999999999995,0.35,0.28,0.535,195.12,91.17,103.94
participant_214,ReACGAN,121.0,0.395,0.52,0.27,0.625,167.42,88.72,78.7
participant_215,ReACGAN,133.0,0.33499999999999996,0.32999999999999996,0.33999999999999997,0.495,556.86,301.58,255.28
participant_216,ReACGAN,103.0,0.485,0.5900000000000001,0.38,0.605,182.17,86.48,95.68
participant_217,ReACGAN,154.0,0.22999999999999998,0.22999999999999998,0.22999999999999998,0.5,197.76,97.03,100.72
participant_218,ReACGAN,141.0,0.29500000000000004,0.28,0.31000000000000005,0.485,191.38,95.03,96.35
participant_219,ReACGAN,102.0,0.49,0.52,0.45999999999999996,0.53,159.32,82.72,76.6
participant_220,ReACGAN,108.0,0.45999999999999996,0.61,0.31000000000000005,0.65,84.6,40.31,44.3
participant_221,ReACGAN,119.0,0.405,0.41000000000000003,0.4,0.505,281.96,124.85,157.11
participant_222,ReACGAN,157.0,0.21499999999999997,0.25,0.18000000000000005,0.535,338.64,166.12,172.52
participant_223,ReACGAN,129.0,0.355,0.30000000000000004,0.41000000000000003,0.445,180.77,85.71,95.07
participant_224,ReACGAN,138.0,0.31000000000000005,0.39,0.22999999999999998,0.58,223.96,116.19,107.76
participant_225,ReACGAN,133.0,0.33499999999999996,0.36,0.31000000000000005,0.525,254.08,127.59,126.49
participant_226,ReACGAN,139.0,0.30500000000000005,0.15000000000000002,0.45999999999999996,0.345,218.26,107.84,110.41
participant_227,ReACGAN,132.0,0.33999999999999997,0.36,0.31999999999999995,0.52,243.94,126.74,117.2
participant_228,RESFLOW,176.0,0.12,0.040000000000000036,0.19999999999999996,0.42,189.87,101.84,88.03
participant_229,RESFLOW,189.0,0.05500000000000005,0.030000000000000027,0.07999999999999996,0.475,202.75,102.29,100.46
participant_230,RESFLOW,170.0,0.15000000000000002,0.20999999999999996,0.08999999999999997,0.56,183.45,106.33,77.12
participant_231,RESFLOW,180.0,0.09999999999999998,0.10999999999999999,0.08999999999999997,0.51,189.08,102.44,86.64
participant_232,RESFLOW,194.0,0.030000000000000027,0.030000000000000027,0.030000000000000027,0.5,227.02,135.04,91.98
participant_233,RESFLOW,192.0,0.040000000000000036,0.030000000000000027,0.050000000000000044,0.49,147.65,82.17,65.48
participant_234,RESFLOW,193.0,0.03500000000000003,0.020000000000000018,0.050000000000000044,0.485,133.68,67.96,65.71
participant_235,RESFLOW,171.0,0.14500000000000002,0.13,0.16000000000000003,0.485,229.01,107.54,121.47
participant_236,RESFLOW,182.0,0.08999999999999997,0.07999999999999996,0.09999999999999998,0.49,201.91,106.26,95.65
participant_237,RESFLOW,177.0,0.11499999999999999,0.16000000000000003,0.06999999999999995,0.545,161.69,92.01,69.68
participant_238,RESFLOW,191.0,0.04500000000000004,0.020000000000000018,0.06999999999999995,0.475,153.49,84.07,69.42
participant_239,RESFLOW,181.0,0.09499999999999997,0.09999999999999998,0.08999999999999997,0.505,158.7,88.07,70.63
participant_240,RESFLOW,178.0,0.10999999999999999,0.16000000000000003,0.06000000000000005,0.55,506.06,409.71,96.35
participant_241,RESFLOW,181.0,0.09499999999999997,0.07999999999999996,0.10999999999999999,0.485,155.25,81.09,74.16
participant_242,RESFLOW,186.0,0.06999999999999995,0.07999999999999996,0.06000000000000005,0.51,146.12,79.44,66.68
participant_243,RESFLOW,165.0,0.17500000000000004,0.10999999999999999,0.24,0.435,119.87,59.7,60.17
participant_244,RESFLOW,174.0,0.13,0.19999999999999996,0.06000000000000005,0.57,231.48,127.32,104.16
participant_245,RESFLOW,172.0,0.14,0.10999999999999999,0.17000000000000004,0.47,147.37,71.82,75.55
participant_246,RESFLOW,190.0,0.050000000000000044,0.06000000000000005,0.040000000000000036,0.51,189.79,103.27,86.52
participant_247,RESFLOW,196.0,0.020000000000000018,0.0,0.040000000000000036,0.48,420.07,216.87,203.2
participant_248,RESFLOW,182.0,0.08999999999999997,0.07999999999999996,0.09999999999999998,0.49,206.07,95.98,110.09
participant_249,RESFLOW,180.0,0.09999999999999998,0.08999999999999997,0.10999999999999999,0.49,130.09,66.17,63.92
participant_250,RESFLOW,186.0,0.06999999999999995,0.06999999999999995,0.06999999999999995,0.5,199.06,101.36,97.7
participant_251,RESFLOW,181.0,0.09499999999999997,0.12,0.06999999999999995,0.525,201.51,117.23,84.27
participant_252,RESFLOW,193.0,0.03500000000000003,0.030000000000000027,0.040000000000000036,0.495,153.56,90.93,62.63
participant_253,StyleGAN2-ada,106.0,0.47,0.44999999999999996,0.49,0.48,425.91,186.22,239.69
participant_254,StyleGAN2-ada,121.0,0.395,0.52,0.27,0.625,189.23,96.13,93.09
participant_255,StyleGAN2-ada,105.0,0.475,0.47,0.48,0.495,561.14,280.65,280.49
participant_256,StyleGAN2-ada,145.0,0.275,0.22999999999999998,0.31999999999999995,0.455,260.73,125.59,135.14
participant_257,StyleGAN2-ada,106.0,0.47,0.6599999999999999,0.28,0.69,128.41,57.62,70.8
participant_258,StyleGAN2-ada,122.0,0.39,0.49,0.29000000000000004,0.6,194.86,88.55,106.31
participant_259,StyleGAN2-ada,126.0,0.37,0.42000000000000004,0.31999999999999995,0.55,256.33,138.4,117.93
participant_260,StyleGAN2-ada,141.0,0.29500000000000004,0.31000000000000005,0.28,0.515,263.01,115.57,147.44
participant_261,StyleGAN2-ada,110.0,0.44999999999999996,0.31999999999999995,0.5800000000000001,0.37,189.46,89.38,100.08
