id,model,num_correct,err_rt,f_err_rt,r_err_rt,r_ans_rt,resp_time,f_resp_time,r_resp_time
participant_41,ct2,174.0,0.13,0.18000000000000005,0.07999999999999996,0.55,254.29,125.65,128.64
participant_42,ct2,127.0,0.365,0.56,0.17000000000000004,0.695,200.47,100.92,99.55
participant_43,ct2,191.0,0.04500000000000004,0.030000000000000027,0.06000000000000005,0.485,227.1,105.66,121.44
participant_44,ct2,189.0,0.05500000000000005,0.07999999999999996,0.030000000000000027,0.525,310.61,162.21,148.4
participant_45,ct2,195.0,0.025000000000000022,0.050000000000000044,0.0,0.525,547.92,305.35,242.58
participant_46,ct2,162.0,0.18999999999999995,0.18000000000000005,0.19999999999999996,0.49,374.43,161.55,212.87
participant_47,ct2,125.0,0.375,0.36,0.39,0.485,375.33,206.05,169.28
participant_48,ct2,180.0,0.09999999999999998,0.14,0.06000000000000005,0.54,149.79,75.34,74.45
participant_49,ct2,169.0,0.15500000000000003,0.14,0.17000000000000004,0.485,802.75,493.39,309.35
participant_50,diffusion-projected-gan,147.0,0.265,0.21999999999999997,0.31000000000000005,0.455,338.45,185.78,152.68
participant_51,diffusion-projected-gan,159.0,0.20499999999999996,0.21999999999999997,0.18999999999999995,0.515,592.29,256.96,335.33
participant_52,diffusion-projected-gan,188.0,0.06000000000000005,0.07999999999999996,0.040000000000000036,0.52,295.87,152.53,143.34
participant_53,diffusion-projected-gan,177.0,0.11499999999999999,0.17000000000000004,0.06000000000000005,0.555,262.63,119.19,143.44
participant_54,diffusion-projected-gan,199.0,0.0050000000000000044,0.010000000000000009,0.0,0.505,359.9,134.96,224.94
participant_55,diffusion-projected-gan,186.0,0.06999999999999995,0.050000000000000044,0.08999999999999997,0.48,425.59,156.11,269.48
participant_56,diffusion-projected-gan,197.0,0.015000000000000013,0.010000000000000009,0.020000000000000018,0.495,299.28,114.99,184.28
participant_57,diffusion-projected-gan,176.0,0.12,0.08999999999999997,0.15000000000000002,0.47,355.91,78.66,277.25
participant_58,diffusion-projected-gan,140.0,0.30000000000000004,0.25,0.35,0.45,203.39,97.92,105.47
participant_59,diffusion-projected-gan,161.0,0.19499999999999995,0.18000000000000005,0.20999999999999996,0.485,528.35,251.9,276.45
participant_60,diffusion-projected-gan,189.0,0.05500000000000005,0.050000000000000044,0.06000000000000005,0.495,325.38,142.97,182.4
participant_61,diffusion-projected-gan,146.0,0.27,0.25,0.29000000000000004,0.48,258.03,106.09,151.94
participant_62,diffusion-projected-gan,141.0,0.29500000000000004,0.44999999999999996,0.14,0.655,233.85,117.23,116.62
participant_63,diffusion-projected-gan,150.0,0.25,0.31000000000000005,0.18999999999999995,0.56,212.97,101.85,111.13
participant_64,diffusion-projected-gan,171.0,0.14500000000000002,0.25,0.040000000000000036,0.605,215.46,114.26,101.2
participant_65,diffusion-projected-gan,185.0,0.07499999999999996,0.07999999999999996,0.06999999999999995,0.505,206.13,96.14,109.99
participant_66,diffusion-projected-gan,178.0,0.10999999999999999,0.10999999999999999,0.10999999999999999,0.5,321.36,163.92,157.44
participant_67,diffusion-projected-gan,179.0,0.10499999999999998,0.09999999999999998,0.10999999999999999,0.495,229.47,113.85,115.62
participant_68,diffusion-projected-gan,186.0,0.06999999999999995,0.040000000000000036,0.09999999999999998,0.47,676.83,131.2,545.63
participant_69,diffusion-projected-gan,175.0,0.125,0.17000000000000004,0.07999999999999996,0.545,494.41,246.63,247.78
participant_70,diffusion-projected-gan,127.0,0.365,0.44999999999999996,0.28,0.585,265.52,135.39,130.13
participant_71,diffusion-projected-gan,168.0,0.16000000000000003,0.18000000000000005,0.14,0.52,352.52,159.39,193.13
participant_72,diffusion-projected-gan,173.0,0.135,0.19999999999999996,0.06999999999999995,0.565,200.5,107.55,92.95
participant_73,diffusion-projected-gan,161.0,0.19499999999999995,0.25,0.14,0.555,479.88,220.12,259.75
participant_74,diffusion-projected-gan,178.0,0.10999999999999999,0.12,0.09999999999999998,0.51,315.94,163.95,151.99
participant_75,diffusion-projected-gan,192.0,0.040000000000000036,0.050000000000000044,0.030000000000000027,0.51,250.97,126.53,124.44
participant_76,ddpm,156.0,0.21999999999999997,0.31000000000000005,0.13,0.59,438.88,146.69,292.19
participant_77,ddpm,116.0,0.42000000000000004,0.39,0.44999999999999996,0.47,223.13,110.12,113.0
participant_78,ddpm,173.0,0.135,0.13,0.14,0.495,402.46,205.37,197.09
participant_79,ddpm,151.0,0.245,0.30000000000000004,0.18999999999999995,0.555,277.66,142.45,135.21
participant_80,ddpm,168.0,0.16000000000000003,0.12,0.19999999999999996,0.46,900.64,383.72,516.91
participant_81,ddpm,149.0,0.255,0.25,0.26,0.495,234.98,108.41,126.57
participant_82,ddpm,167.0,0.16500000000000004,0.16000000000000003,0.17000000000000004,0.495,513.29,231.68,281.61
participant_83,ddpm,154.0,0.22999999999999998,0.24,0.21999999999999997,0.51,192.03,92.57,99.46
participant_84,ddpm,143.0,0.28500000000000003,0.18999999999999995,0.38,0.405,394.58,199.96,194.62
participant_85,ddpm,156.0,0.21999999999999997,0.18999999999999995,0.25,0.47,377.47,182.78,194.7
participant_86,ddpm,158.0,0.20999999999999996,0.27,0.15000000000000002,0.56,365.11,213.58,151.53
participant_87,ddpm,142.0,0.29000000000000004,0.19999999999999996,0.38,0.41,207.94,95.55,112.39
participant_88,ddpm,115.0,0.42500000000000004,0.37,0.48,0.445,110.44,53.85,56.59
participant_89,ddpm,127.0,0.365,0.36,0.37,0.495,167.27,83.23,84.04
participant_90,ddpm,182.0,0.08999999999999997,0.12,0.06000000000000005,0.53,448.62,203.98,244.64
participant_91,ddpm,121.0,0.395,0.41000000000000003,0.38,0.515,126.41,58.88,67.53
participant_92,ddpm,106.0,0.47,0.45999999999999996,0.48,0.49,110.32,48.16,62.15
participant_93,ddpm,170.0,0.15000000000000002,0.18000000000000005,0.12,0.53,1255.73,792.39,463.34
participant_94,ddpm,160.0,0.19999999999999996,0.27,0.13,0.57,236.9,116.57,120.33
participant_95,ddpm,103.0,0.485,0.51,0.45999999999999996,0.525,69.26,33.68,35.59
participant_96,ddpm,146.0,0.27,0.30000000000000004,0.24,0.53,314.27,144.55,169.72
participant_97,ddpm,143.0,0.28500000000000003,0.26,0.31000000000000005,0.475,428.04,219.89,208.15
participant_98,ddpm,165.0,0.17500000000000004,0.26,0.08999999999999997,0.585,302.01,142.98,159.02
participant_99,ddpm,142.0,0.29000000000000004,0.30000000000000004,0.28,0.51,376.58,202.12,174.45
participant_100,ddpm,150.0,0.25,0.35,0.15000000000000002,0.6,370.56,191.67,178.89
participant_101,iddpm,129.0,0.355,0.52,0.18999999999999995,0.665,240.75,118.34,122.41
participant_102,iddpm,138.0,0.31000000000000005,0.25,0.37,0.44,207.09,98.42,108.66
participant_103,iddpm,132.0,0.33999999999999997,0.27,0.41000000000000003,0.43,615.9,323.99,291.91
participant_104,iddpm,160.0,0.19999999999999996,0.26,0.14,0.56,219.14,103.82,115.32
participant_105,iddpm,177.0,0.11499999999999999,0.14,0.08999999999999997,0.525,502.18,222.48,279.7
participant_106,iddpm,135.0,0.32499999999999996,0.49,0.16000000000000003,0.665,181.16,93.18,87.99
participant_107,iddpm,180.0,0.09999999999999998,0.07999999999999996,0.12,0.48,533.07,248.4,284.68
participant_108,iddpm,121.0,0.395,0.4,0.39,0.505,367.3,178.45,188.85
participant_109,iddpm,161.0,0.19499999999999995,0.24,0.15000000000000002,0.545,252.28,128.09,124.2
participant_110,iddpm,106.0,0.47,0.41000000000000003,0.53,0.44,225.26,104.99,120.27
participant_111,iddpm,155.0,0.22499999999999998,0.25,0.19999999999999996,0.525,374.44,180.22,194.22
participant_112,iddpm,156.0,0.21999999999999997,0.30000000000000004,0.14,0.58,200.81,100.09,100.72
participant_113,iddpm,160.0,0.19999999999999996,0.27,0.13,0.57,749.42,387.16,362.26
participant_114,iddpm,127.0,0.365,0.43000000000000005,0.30000000000000004,0.565,336.8,177.59,159.21
participant_115,iddpm,128.0,0.36,0.44999999999999996,0.27,0.59,448.11,219.62,228.49
participant_116,iddpm,120.0,0.4,0.51,0.29000000000000004,0.61,303.57,159.68,143.89
participant_117,iddpm,152.0,0.24,0.09999999999999998,0.38,0.36,347.83,110.7,237.13
participant_118,iddpm,113.0,0.43500000000000005,0.48,0.39,0.545,163.61,80.7,82.91
participant_119,iddpm,145.0,0.275,0.25,0.30000000000000004,0.475,305.93,162.07,143.86
participant_120,iddpm,121.0,0.395,0.45999999999999996,0.32999999999999996,0.565,249.45,123.53,125.92
participant_121,iddpm,136.0,0.31999999999999995,0.37,0.27,0.55,278.11,115.94,162.17
participant_122,iddpm,172.0,0.14,0.050000000000000044,0.22999999999999998,0.41,454.99,188.26,266.73
participant_123,iddpm,148.0,0.26,0.4,0.12,0.64,267.41,136.25,131.17
participant_124,iddpm,142.0,0.29000000000000004,0.38,0.19999999999999996,0.59,444.72,285.28,159.45
participant_125,iddpm,101.0,0.495,0.51,0.48,0.515,129.32,62.77,66.56
participant_126,projected-gan,169.0,0.15500000000000003,0.20999999999999996,0.09999999999999998,0.555,228.88,112.19,116.69
participant_127,projected-gan,179.0,0.10499999999999998,0.10999999999999999,0.09999999999999998,0.505,242.88,112.13,130.75
participant_128,projected-gan,180.0,0.09999999999999998,0.13,0.06999999999999995,0.53,184.06,90.13,93.93
participant_129,projected-gan,138.0,0.31000000000000005,0.31000000000000005,0.31000000000000005,0.5,153.04,68.53,84.51
participant_130,projected-gan,169.0,0.15500000000000003,0.15000000000000002,0.16000000000000003,0.495,189.66,95.59,94.07
participant_131,projected-gan,161.0,0.19499999999999995,0.15000000000000002,0.24,0.455,374.78,127.62,247.16
participant_132,projected-gan,188.0,0.06000000000000005,0.06999999999999995,0.050000000000000044,0.51,399.8,216.21,183.59
participant_133,projected-gan,175.0,0.125,0.13,0.12,0.505,303.64,170.99,132.65
participant_134,projected-gan,174.0,0.13,0.06999999999999995,0.18999999999999995,0.44,182.42,86.37,96.05
participant_135,projected-gan,184.0,0.07999999999999996,0.06999999999999995,0.08999999999999997,0.49,258.62,134.87,123.75
participant_136,projected-gan,161.0,0.19499999999999995,0.18000000000000005,0.20999999999999996,0.485,232.84,106.33,126.51
participant_137,projected-gan,160.0,0.19999999999999996,0.07999999999999996,0.31999999999999995,0.38,642.54,295.33,347.2
participant_138,projected-gan,174.0,0.13,0.09999999999999998,0.16000000000000003,0.47,270.37,118.64,151.72
participant_139,projected-gan,195.0,0.025000000000000022,0.030000000000000027,0.020000000000000018,0.505,280.52,143.79,136.73
participant_140,projected-gan,177.0,0.11499999999999999,0.10999999999999999,0.12,0.495,296.51,139.14,157.36
participant_141,projected-gan,192.0,0.040000000000000036,0.050000000000000044,0.030000000000000027,0.51,210.32,98.68,111.64
participant_142,projected-gan,163.0,0.18500000000000005,0.19999999999999996,0.17000000000000004,0.515,167.25,83.31,83.94
participant_143,projected-gan,190.0,0.050000000000000044,0.06000000000000005,0.040000000000000036,0.51,234.43,125.48,108.95
participant_144,projected-gan,166.0,0.17000000000000004,0.25,0.08999999999999997,0.58,336.55,124.94,211.61
participant_145,projected-gan,159.0,0.20499999999999996,0.30000000000000004,0.10999999999999999,0.595,219.81,110.59,109.22
participant_146,projected-gan,179.0,0.10499999999999998,0.13,0.07999999999999996,0.525,231.97,110.98,120.99
participant_147,projected-gan,114.0,0.43000000000000005,0.35,0.51,0.42,212.3,103.77,108.54
participant_148,projected-gan,175.0,0.125,0.09999999999999998,0.15000000000000002,0.475,171.94,79.69,92.25
participant_149,projected-gan,179.0,0.10499999999999998,0.12,0.08999999999999997,0.515,386.27,206.1,180.17
participant_150,projected-gan,189.0,0.05500000000000005,0.050000000000000044,0.06000000000000005,0.495,226.76,105.22,121.55
participant_151,stylegan,186.0,0.06999999999999995,0.09999999999999998,0.040000000000000036,0.53,590.04,351.74,238.3
participant_152,stylegan,155.0,0.22499999999999998,0.22999999999999998,0.21999999999999997,0.505,455.55,230.36,225.19
participant_153,stylegan,168.0,0.16000000000000003,0.12,0.19999999999999996,0.46,291.05,122.83,168.23
participant_154,stylegan,131.0,0.345,0.29000000000000004,0.4,0.445,289.09,150.88,138.21
participant_155,stylegan,156.0,0.21999999999999997,0.26,0.18000000000000005,0.54,408.07,202.17,205.9
participant_156,stylegan,170.0,0.15000000000000002,0.17000000000000004,0.13,0.52,363.89,173.86,190.03
participant_157,stylegan,148.0,0.26,0.29000000000000004,0.22999999999999998,0.53,269.68,143.22,126.46
participant_158,stylegan,124.0,0.38,0.44999999999999996,0.31000000000000005,0.57,508.38,245.88,262.5
participant_159,stylegan,180.0,0.09999999999999998,0.07999999999999996,0.12,0.48,425.64,176.09,249.55
participant_160,stylegan,159.0,0.20499999999999996,0.21999999999999997,0.18999999999999995,0.515,569.81,256.0,313.81
participant_161,stylegan,143.0,0.28500000000000003,0.39,0.18000000000000005,0.605,160.08,77.75,82.33
participant_162,stylegan,169.0,0.15500000000000003,0.12,0.18999999999999995,0.465,1937.68,927.96,1009.72
participant_163,stylegan,171.0,0.14500000000000002,0.08999999999999997,0.19999999999999996,0.445,912.83,380.06,532.77
participant_164,stylegan,121.0,0.395,0.43999999999999995,0.35,0.545,162.04,77.94,84.1
participant_165,stylegan,165.0,0.17500000000000004,0.21999999999999997,0.13,0.545,282.12,112.76,169.36
participant_166,stylegan,157.0,0.21499999999999997,0.25,0.18000000000000005,0.535,253.04,118.52,134.51
participant_167,stylegan,173.0,0.135,0.18999999999999995,0.07999999999999996,0.555,257.02,118.37,138.65
participant_168,stylegan,178.0,0.10999999999999999,0.15000000000000002,0.06999999999999995,0.54,448.55,222.11,226.44
participant_169,stylegan,170.0,0.15000000000000002,0.25,0.050000000000000044,0.6,223.99,117.86,106.13
participant_170,stylegan,138.0,0.31000000000000005,0.43999999999999995,0.18000000000000005,0.63,263.94,129.74,134.2
participant_171,stylegan,146.0,0.27,0.32999999999999996,0.20999999999999996,0.56,288.96,119.05,169.91
participant_172,stylegan,163.0,0.18500000000000005,0.27,0.09999999999999998,0.585,233.79,120.68,113.11
participant_173,stylegan,151.0,0.245,0.33999999999999997,0.15000000000000002,0.595,233.89,120.61,113.28
participant_174,stylegan,119.0,0.405,0.5,0.31000000000000005,0.595,201.96,99.52,102.44
participant_175,stylegan,153.0,0.235,0.35,0.12,0.615,239.89,118.88,121.01
participant_176,stylegan,180.0,0.09999999999999998,0.06000000000000005,0.14,0.46,833.49,347.32,486.17
participant_177,unleashing-transformers,128.0,0.36,0.48,0.24,0.62,646.25,337.88,308.37
participant_178,unleashing-transformers,169.0,0.15500000000000003,0.24,0.06999999999999995,0.585,167.68,86.37,81.31
participant_179,unleashing-transformers,167.0,0.16500000000000004,0.16000000000000003,0.17000000000000004,0.495,201.43,95.68,105.75
participant_180,unleashing-transformers,167.0,0.16500000000000004,0.26,0.06999999999999995,0.595,177.02,92.16,84.85
participant_181,unleashing-transformers,169.0,0.15500000000000003,0.17000000000000004,0.14,0.515,438.67,193.76,244.91
participant_182,unleashing-transformers,157.0,0.21499999999999997,0.17000000000000004,0.26,0.455,476.32,245.48,230.84
participant_183,unleashing-transformers,160.0,0.19999999999999996,0.26,0.14,0.56,221.86,104.82,117.04
participant_184,unleashing-transformers,151.0,0.245,0.18999999999999995,0.30000000000000004,0.445,176.05,89.05,87.0
participant_185,unleashing-transformers,134.0,0.32999999999999996,0.43000000000000005,0.22999999999999998,0.6,227.73,121.84,105.9
participant_186,unleashing-transformers,171.0,0.14500000000000002,0.12,0.17000000000000004,0.475,208.55,96.36,112.2
participant_187,unleashing-transformers,169.0,0.15500000000000003,0.20999999999999996,0.09999999999999998,0.555,233.01,114.98,118.03
participant_188,unleashing-transformers,181.0,0.09499999999999997,0.050000000000000044,0.14,0.455,181.96,85.5,96.46
participant_189,unleashing-transformers,170.0,0.15000000000000002,0.16000000000000003,0.14,0.51,210.77,106.46,104.31
participant_190,unleashing-transformers,126.0,0.37,0.36,0.38,0.49,196.23,91.05,105.19
participant_191,unleashing-transformers,181.0,0.09499999999999997,0.13,0.06000000000000005,0.535,255.52,128.72,126.8
participant_192,unleashing-transformers,181.0,0.09499999999999997,0.13,0.06000000000000005,0.535,262.98,127.82,135.16
participant_193,unleashing-transformers,185.0,0.07499999999999996,0.09999999999999998,0.050000000000000044,0.525,242.76,111.95,130.81
participant_194,unleashing-transformers,156.0,0.21999999999999997,0.31000000000000005,0.13,0.59,377.35,198.13,179.22
participant_195,unleashing-transformers,122.0,0.39,0.31999999999999995,0.45999999999999996,0.43,203.0,97.09,105.9
participant_196,unleashing-transformers,178.0,0.10999999999999999,0.10999999999999999,0.10999999999999999,0.5,424.27,216.8,207.47
participant_197,unleashing-transformers,108.0,0.45999999999999996,0.43000000000000005,0.49,0.47,301.68,152.9,148.77
participant_198,unleashing-transformers,182.0,0.08999999999999997,0.08999999999999997,0.08999999999999997,0.5,248.29,116.75,131.53
participant_199,unleashing-transformers,125.0,0.375,0.55,0.19999999999999996,0.675,778.45,377.39,401.06
participant_200,unleashing-transformers,147.0,0.265,0.38,0.15000000000000002,0.615,523.65,287.97,235.68
participant_201,unleashing-transformers,171.0,0.14500000000000002,0.19999999999999996,0.08999999999999997,0.555,252.0,129.98,122.02
