id,model,num_correct,err_rt,f_err_rt,r_err_rt,r_ans_rt,resp_time,f_resp_time,r_resp_time
participant_21,ADM,147.0,0.265,0.18999999999999995,0.33999999999999997,0.425,321.54,138.44,183.09
participant_22,ADM,138.0,0.31000000000000005,0.29000000000000004,0.32999999999999996,0.48,181.23,86.95,94.28
participant_23,ADM,124.0,0.38,0.36,0.4,0.48,666.6,309.08,357.52
participant_24,ADM,153.0,0.235,0.30000000000000004,0.17000000000000004,0.565,195.24,96.47,98.77
participant_25,ADMG,140.0,0.30000000000000004,0.10999999999999999,0.49,0.31,193.75,87.29,106.46
participant_26,ADMG,141.0,0.29500000000000004,0.31999999999999995,0.27,0.525,534.45,194.48,339.97
participant_27,ADMG,166.0,0.17000000000000004,0.19999999999999996,0.14,0.53,341.41,176.01,165.41
participant_28,ADMG,153.0,0.235,0.28,0.18999999999999995,0.545,407.69,190.2,217.49
participant_29,ADMG,155.0,0.22499999999999998,0.30000000000000004,0.15000000000000002,0.575,199.8,98.75,101.05
participant_30,ADMG,147.0,0.265,0.30000000000000004,0.22999999999999998,0.535,467.07,119.59,347.48
participant_31,ADMG,164.0,0.18000000000000005,0.17000000000000004,0.18999999999999995,0.49,571.51,274.48,297.03
participant_32,ADMG,167.0,0.16500000000000004,0.21999999999999997,0.10999999999999999,0.555,316.51,162.36,154.15
participant_33,ADMG,133.0,0.33499999999999996,0.44999999999999996,0.21999999999999997,0.615,1217.22,997.54,219.69
participant_34,ADMG,159.0,0.20499999999999996,0.19999999999999996,0.20999999999999996,0.495,245.38,130.45,114.94
participant_35,ADMG,151.0,0.245,0.17000000000000004,0.31999999999999995,0.425,286.43,139.53,146.9
participant_36,ADMG,168.0,0.16000000000000003,0.25,0.06999999999999995,0.59,316.18,150.59,165.58
participant_37,ADMG,145.0,0.275,0.28,0.27,0.505,436.0,270.71,165.29
participant_38,ADMG,133.0,0.33499999999999996,0.36,0.31000000000000005,0.525,291.78,99.61,192.17
participant_39,ADMG,146.0,0.27,0.26,0.28,0.49,523.16,331.85,191.31
participant_40,ADMG,159.0,0.20499999999999996,0.25,0.16000000000000003,0.545,620.93,425.0,195.94
participant_41,ADMG,162.0,0.18999999999999995,0.20999999999999996,0.17000000000000004,0.52,252.75,138.52,114.23
participant_42,ADMG,150.0,0.25,0.37,0.13,0.62,221.1,99.64,121.46
participant_43,ADMG,120.0,0.4,0.29000000000000004,0.51,0.39,401.26,196.43,204.84
participant_44,ADMG,150.0,0.25,0.30000000000000004,0.19999999999999996,0.55,513.06,299.97,213.08
participant_45,ADMG,156.0,0.21999999999999997,0.10999999999999999,0.32999999999999996,0.39,332.37,145.19,187.18
participant_46,ADMG,158.0,0.20999999999999996,0.20999999999999996,0.20999999999999996,0.5,225.23,108.45,116.79
participant_47,ADMG,149.0,0.255,0.26,0.25,0.505,295.8,135.42,160.38
participant_48,ADMG,147.0,0.265,0.38,0.15000000000000002,0.615,219.16,114.73,104.43
participant_49,ADMG,143.0,0.28500000000000003,0.22999999999999998,0.33999999999999997,0.445,461.19,262.57,198.62
participant_50,ADMG-ADMU,142.0,0.29000000000000004,0.38,0.19999999999999996,0.59,294.02,141.63,152.39
participant_51,ADMG-ADMU,145.0,0.275,0.28,0.27,0.505,241.5,119.25,122.25
participant_52,ADMG-ADMU,159.0,0.20499999999999996,0.25,0.16000000000000003,0.545,227.26,107.09,120.17
participant_53,ADMG-ADMU,159.0,0.20499999999999996,0.14,0.27,0.435,305.91,137.56,168.35
participant_54,ADMG-ADMU,128.0,0.36,0.41000000000000003,0.31000000000000005,0.55,474.44,232.97,241.48
participant_55,ADMG-ADMU,153.0,0.235,0.22999999999999998,0.24,0.495,684.22,128.27,555.95
participant_56,ADMG-ADMU,134.0,0.32999999999999996,0.41000000000000003,0.25,0.58,511.67,241.75,269.92
participant_57,ADMG-ADMU,174.0,0.13,0.12,0.14,0.49,345.51,137.34,208.17
participant_58,ADMG-ADMU,142.0,0.29000000000000004,0.33999999999999997,0.24,0.55,234.02,111.36,122.67
participant_59,ADMG-ADMU,141.0,0.29500000000000004,0.42000000000000004,0.17000000000000004,0.625,219.51,95.54,123.98
participant_60,ADMG-ADMU,129.0,0.355,0.47,0.24,0.615,174.55,92.4,82.15
participant_61,ADMG-ADMU,160.0,0.19999999999999996,0.25,0.15000000000000002,0.55,271.23,139.16,132.07
participant_62,ADMG-ADMU,129.0,0.355,0.24,0.47,0.385,416.56,191.0,225.56
participant_63,ADMG-ADMU,173.0,0.135,0.17000000000000004,0.09999999999999998,0.535,284.17,132.39,151.78
participant_64,ADMG-ADMU,158.0,0.20999999999999996,0.26,0.16000000000000003,0.55,1292.09,372.27,919.82
participant_65,ADMG-ADMU,139.0,0.30500000000000005,0.26,0.35,0.455,273.71,127.99,145.72
participant_66,ADMG-ADMU,159.0,0.20499999999999996,0.15000000000000002,0.26,0.445,161.55,78.67,82.89
participant_67,ADMG-ADMU,135.0,0.32499999999999996,0.33999999999999997,0.31000000000000005,0.515,302.14,146.92,155.22
participant_68,ADMG-ADMU,140.0,0.30000000000000004,0.45999999999999996,0.14,0.66,185.78,99.44,86.34
participant_69,ADMG-ADMU,145.0,0.275,0.26,0.29000000000000004,0.485,231.53,100.69,130.85
participant_70,ADMG-ADMU,127.0,0.365,0.41000000000000003,0.31999999999999995,0.545,260.86,126.27,134.59
participant_71,ADMG-ADMU,178.0,0.10999999999999999,0.07999999999999996,0.14,0.47,354.84,157.58,197.26
participant_72,ADMG-ADMU,152.0,0.24,0.24,0.24,0.5,372.8,156.03,216.78
participant_73,ADMG-ADMU,132.0,0.33999999999999997,0.32999999999999996,0.35,0.49,203.4,102.14,101.26
participant_74,ADMG-ADMU,123.0,0.385,0.55,0.21999999999999997,0.665,264.56,153.97,110.59
participant_75,BigGAN,179.0,0.10499999999999998,0.14,0.06999999999999995,0.535,372.91,187.81,185.09
participant_76,BigGAN,184.0,0.07999999999999996,0.050000000000000044,0.10999999999999999,0.47,155.6,70.72,84.88
participant_77,BigGAN,168.0,0.16000000000000003,0.22999999999999998,0.08999999999999997,0.57,189.7,90.85,98.85
participant_78,BigGAN,167.0,0.16500000000000004,0.18000000000000005,0.15000000000000002,0.515,455.12,169.99,285.13
participant_79,BigGAN,152.0,0.24,0.25,0.22999999999999998,0.51,355.69,139.15,216.55
participant_80,BigGAN,178.0,0.10999999999999999,0.13,0.08999999999999997,0.52,207.64,100.27,107.37
participant_81,BigGAN,168.0,0.16000000000000003,0.17000000000000004,0.15000000000000002,0.51,173.68,83.52,90.16
participant_82,BigGAN,166.0,0.17000000000000004,0.14,0.19999999999999996,0.47,475.89,234.42,241.47
participant_83,BigGAN,191.0,0.04500000000000004,0.050000000000000044,0.040000000000000036,0.505,380.81,166.96,213.84
participant_84,BigGAN,144.0,0.28,0.24,0.31999999999999995,0.46,1036.39,477.19,559.2
participant_85,BigGAN,185.0,0.07499999999999996,0.06000000000000005,0.08999999999999997,0.485,253.02,120.11,132.91
participant_86,BigGAN,156.0,0.21999999999999997,0.22999999999999998,0.20999999999999996,0.51,175.98,78.94,97.04
participant_87,BigGAN,170.0,0.15000000000000002,0.10999999999999999,0.18999999999999995,0.46,416.16,173.75,242.41
participant_88,BigGAN,172.0,0.14,0.17000000000000004,0.10999999999999999,0.53,292.04,130.12,161.93
participant_89,BigGAN,158.0,0.20999999999999996,0.31999999999999995,0.09999999999999998,0.61,324.18,149.57,174.62
participant_90,BigGAN,176.0,0.12,0.10999999999999999,0.13,0.49,217.49,96.78,120.71
participant_91,BigGAN,166.0,0.17000000000000004,0.22999999999999998,0.10999999999999999,0.56,200.02,102.23,97.79
participant_92,BigGAN,186.0,0.06999999999999995,0.07999999999999996,0.06000000000000005,0.51,271.27,128.17,143.09
participant_93,BigGAN,130.0,0.35,0.45999999999999996,0.24,0.61,278.9,131.35,147.56
participant_94,BigGAN,179.0,0.10499999999999998,0.06000000000000005,0.15000000000000002,0.455,306.14,140.23,165.91
participant_95,BigGAN,154.0,0.22999999999999998,0.07999999999999996,0.38,0.35,499.93,206.26,293.67
participant_96,BigGAN,179.0,0.10499999999999998,0.09999999999999998,0.10999999999999999,0.495,206.29,80.25,126.04
participant_97,BigGAN,161.0,0.19499999999999995,0.17000000000000004,0.21999999999999997,0.475,437.18,230.46,206.71
participant_98,BigGAN,162.0,0.18999999999999995,0.16000000000000003,0.21999999999999997,0.47,267.46,126.76,140.7
participant_99,BigGAN,179.0,0.10499999999999998,0.10999999999999999,0.09999999999999998,0.505,210.13,104.33,105.8
participant_100,DiT-XL-2,149.0,0.255,0.33999999999999997,0.17000000000000004,0.585,206.62,92.28,114.35
participant_101,DiT-XL-2,145.0,0.275,0.36,0.18999999999999995,0.585,211.98,105.08,106.9
participant_102,DiT-XL-2,134.0,0.32999999999999996,0.39,0.27,0.56,233.09,118.29,114.81
participant_103,DiT-XL-2,155.0,0.22499999999999998,0.28,0.17000000000000004,0.555,191.2,91.32,99.88
participant_104,DiT-XL-2,172.0,0.14,0.13,0.15000000000000002,0.49,522.51,258.41,264.1
participant_105,DiT-XL-2,130.0,0.35,0.45999999999999996,0.24,0.61,427.95,221.6,206.35
participant_106,DiT-XL-2,133.0,0.33499999999999996,0.43000000000000005,0.24,0.595,264.94,121.9,143.04
participant_107,DiT-XL-2,131.0,0.345,0.55,0.14,0.705,447.26,227.63,219.63
participant_108,DiT-XL-2,144.0,0.28,0.26,0.30000000000000004,0.48,372.6,178.57,194.03
participant_109,DiT-XL-2,149.0,0.255,0.35,0.16000000000000003,0.595,423.24,206.11,217.13
participant_110,DiT-XL-2,168.0,0.16000000000000003,0.14,0.18000000000000005,0.48,276.0,127.11,148.89
participant_111,DiT-XL-2,120.0,0.4,0.35,0.44999999999999996,0.45,274.81,131.34,143.47
participant_112,DiT-XL-2,172.0,0.14,0.18999999999999995,0.08999999999999997,0.55,470.0,210.72,259.29
participant_113,DiT-XL-2,112.0,0.43999999999999995,0.52,0.36,0.58,277.14,143.32,133.82
participant_114,DiT-XL-2,135.0,0.32499999999999996,0.35,0.30000000000000004,0.525,245.57,121.12,124.45
participant_115,DiT-XL-2,133.0,0.33499999999999996,0.27,0.4,0.435,250.46,110.86,139.6
participant_116,DiT-XL-2,147.0,0.265,0.20999999999999996,0.31999999999999995,0.445,175.49,79.04,96.45
participant_117,DiT-XL-2,143.0,0.28500000000000003,0.31999999999999995,0.25,0.535,362.28,175.52,186.76
participant_118,DiT-XL-2,140.0,0.30000000000000004,0.37,0.22999999999999998,0.57,212.94,102.29,110.65
participant_119,DiT-XL-2,174.0,0.13,0.16000000000000003,0.09999999999999998,0.53,748.26,296.15,452.11
participant_120,DiT-XL-2,142.0,0.29000000000000004,0.38,0.19999999999999996,0.59,552.1,256.65,295.45
participant_121,DiT-XL-2,135.0,0.32499999999999996,0.32999999999999996,0.31999999999999995,0.505,311.18,143.13,168.05
participant_122,DiT-XL-2,146.0,0.27,0.26,0.28,0.49,179.17,87.6,91.56
participant_123,DiT-XL-2,139.0,0.30500000000000005,0.16000000000000003,0.44999999999999996,0.355,616.92,290.63,326.29
participant_124,DiT-XL-2,121.0,0.395,0.10999999999999999,0.6799999999999999,0.215,270.99,123.09,147.9
participant_125,DiT-XL-2-guided,150.0,0.25,0.19999999999999996,0.30000000000000004,0.45,420.43,185.61,234.82
participant_126,DiT-XL-2-guided,121.0,0.395,0.31000000000000005,0.48,0.415,499.57,212.77,286.8
participant_127,DiT-XL-2-guided,123.0,0.385,0.32999999999999996,0.43999999999999995,0.445,222.56,105.32,117.24
participant_128,DiT-XL-2-guided,140.0,0.30000000000000004,0.24,0.36,0.44,279.46,129.29,150.17
participant_129,DiT-XL-2-guided,150.0,0.25,0.20999999999999996,0.29000000000000004,0.46,587.2,278.4,308.8
participant_130,DiT-XL-2-guided,139.0,0.30500000000000005,0.38,0.22999999999999998,0.575,548.97,260.04,288.93
participant_131,DiT-XL-2-guided,152.0,0.24,0.18999999999999995,0.29000000000000004,0.45,302.42,138.8,163.62
participant_132,DiT-XL-2-guided,124.0,0.38,0.38,0.38,0.5,397.24,197.75,199.49
participant_133,DiT-XL-2-guided,134.0,0.32999999999999996,0.32999999999999996,0.32999999999999996,0.5,714.18,316.59,397.59
participant_134,DiT-XL-2-guided,123.0,0.385,0.43999999999999995,0.32999999999999996,0.555,505.63,248.43,257.2
participant_135,DiT-XL-2-guided,137.0,0.31499999999999995,0.35,0.28,0.535,237.03,114.12,122.91
participant_136,DiT-XL-2-guided,153.0,0.235,0.27,0.19999999999999996,0.535,297.0,142.41,154.6
participant_137,DiT-XL-2-guided,126.0,0.37,0.35,0.39,0.48,414.07,181.1,232.97
participant_138,DiT-XL-2-guided,148.0,0.26,0.26,0.26,0.5,405.07,179.55,225.52
participant_139,DiT-XL-2-guided,128.0,0.36,0.43999999999999995,0.28,0.58,236.97,120.79,116.18
participant_140,DiT-XL-2-guided,121.0,0.395,0.31999999999999995,0.47,0.425,376.85,156.21,220.64
participant_141,DiT-XL-2-guided,130.0,0.35,0.28,0.42000000000000004,0.43,352.78,166.7,186.08
participant_142,DiT-XL-2-guided,110.0,0.44999999999999996,0.32999999999999996,0.5700000000000001,0.38,307.6,144.98,162.63
participant_143,DiT-XL-2-guided,147.0,0.265,0.32999999999999996,0.19999999999999996,0.565,206.38,97.91,108.47
participant_144,DiT-XL-2-guided,154.0,0.22999999999999998,0.27,0.18999999999999995,0.54,487.25,214.46,272.78
participant_145,DiT-XL-2-guided,131.0,0.345,0.41000000000000003,0.28,0.565,234.47,115.59,118.89
participant_146,DiT-XL-2-guided,125.0,0.375,0.36,0.39,0.485,174.41,85.04,89.37
participant_147,DiT-XL-2-guided,145.0,0.275,0.42000000000000004,0.13,0.645,306.25,156.2,150.05
participant_148,DiT-XL-2-guided,111.0,0.44499999999999995,0.5700000000000001,0.31999999999999995,0.625,115.99,54.69,61.3
participant_149,DiT-XL-2-guided,113.0,0.43500000000000005,0.45999999999999996,0.41000000000000003,0.525,168.52,77.9,90.61
participant_150,DiT-XL-2-guided,145.0,0.275,0.22999999999999998,0.31999999999999995,0.455,311.72,144.7,167.02
participant_151,DiT-XL-2-guided,140.0,0.30000000000000004,0.25,0.35,0.45,387.66,153.26,234.41
participant_152,GigaGAN,159.0,0.20499999999999996,0.22999999999999998,0.18000000000000005,0.525,249.97,135.87,114.1
participant_153,GigaGAN,169.0,0.15500000000000003,0.10999999999999999,0.19999999999999996,0.455,219.01,95.85,123.16
participant_154,GigaGAN,145.0,0.275,0.28,0.27,0.505,292.19,147.47,144.71
participant_155,GigaGAN,153.0,0.235,0.18999999999999995,0.28,0.455,183.34,84.84,98.49
participant_156,GigaGAN,151.0,0.245,0.15000000000000002,0.33999999999999997,0.405,188.15,95.36,92.79
participant_157,GigaGAN,146.0,0.27,0.30000000000000004,0.24,0.53,338.95,146.26,192.69
participant_158,GigaGAN,165.0,0.17500000000000004,0.17000000000000004,0.18000000000000005,0.495,919.38,390.74,528.65
participant_159,GigaGAN,170.0,0.15000000000000002,0.19999999999999996,0.09999999999999998,0.55,214.14,99.32,114.82
participant_160,GigaGAN,166.0,0.17000000000000004,0.14,0.19999999999999996,0.47,275.55,138.34,137.22
participant_161,GigaGAN,134.0,0.32999999999999996,0.21999999999999997,0.43999999999999995,0.39,222.45,114.93,107.52
participant_162,GigaGAN,179.0,0.10499999999999998,0.14,0.06999999999999995,0.535,292.43,149.27,143.16
participant_163,GigaGAN,155.0,0.22499999999999998,0.19999999999999996,0.25,0.475,144.13,69.42,74.71
participant_164,GigaGAN,175.0,0.125,0.13,0.12,0.505,584.79,272.75,312.04
participant_165,GigaGAN,149.0,0.255,0.29000000000000004,0.21999999999999997,0.535,339.36,146.55,192.81
participant_166,GigaGAN,184.0,0.07999999999999996,0.06999999999999995,0.08999999999999997,0.49,245.55,120.95,124.6
participant_167,GigaGAN,158.0,0.20999999999999996,0.19999999999999996,0.21999999999999997,0.49,585.45,281.78,303.67
participant_168,GigaGAN,138.0,0.31000000000000005,0.29000000000000004,0.32999999999999996,0.48,192.23,93.46,98.77
participant_169,GigaGAN,166.0,0.17000000000000004,0.20999999999999996,0.13,0.54,484.7,250.78,233.92
participant_170,GigaGAN,140.0,0.30000000000000004,0.29000000000000004,0.31000000000000005,0.49,2085.74,1302.74,783.0
participant_171,GigaGAN,151.0,0.245,0.28,0.20999999999999996,0.535,277.38,136.91,140.47
participant_172,GigaGAN,126.0,0.37,0.4,0.33999999999999997,0.53,170.43,95.54,74.9
participant_173,GigaGAN,173.0,0.135,0.17000000000000004,0.09999999999999998,0.535,665.5,333.42,332.08
participant_174,GigaGAN,154.0,0.22999999999999998,0.27,0.18999999999999995,0.54,270.78,135.66,135.13
participant_175,GigaGAN,163.0,0.18500000000000005,0.18000000000000005,0.18999999999999995,0.495,201.26,106.73,94.54
participant_176,GigaGAN,169.0,0.15500000000000003,0.19999999999999996,0.10999999999999999,0.545,297.98,136.31,161.66
participant_177,LDM,166.0,0.17000000000000004,0.16000000000000003,0.18000000000000005,0.49,234.84,109.66,125.18
participant_178,LDM,150.0,0.25,0.31000000000000005,0.18999999999999995,0.56,264.31,129.37,134.94
participant_179,LDM,142.0,0.29000000000000004,0.24,0.33999999999999997,0.45,490.29,239.61,250.68
participant_180,LDM,119.0,0.405,0.39,0.42000000000000004,0.485,237.64,115.5,122.14
participant_181,LDM,129.0,0.355,0.36,0.35,0.505,187.08,89.78,97.3
participant_182,LDM,126.0,0.37,0.5,0.24,0.63,222.01,104.25,117.76
participant_183,LDM,105.0,0.475,0.55,0.4,0.575,215.57,117.43,98.14
participant_184,LDM,143.0,0.28500000000000003,0.27,0.30000000000000004,0.485,226.85,111.1,115.74
participant_185,LDM,161.0,0.19499999999999995,0.12,0.27,0.425,797.81,284.33,513.48
participant_186,LDM,128.0,0.36,0.31000000000000005,0.41000000000000003,0.45,221.48,106.45,115.03
participant_187,LDM,140.0,0.30000000000000004,0.33999999999999997,0.26,0.54,451.65,203.3,248.35
participant_188,LDM,109.0,0.45499999999999996,0.44999999999999996,0.45999999999999996,0.495,199.88,103.28,96.6
participant_189,LDM,119.0,0.405,0.26,0.55,0.355,231.5,109.39,122.11
participant_190,LDM,156.0,0.21999999999999997,0.31999999999999995,0.12,0.6,411.35,212.04,199.31
participant_191,LDM,135.0,0.32499999999999996,0.26,0.39,0.435,222.57,101.58,120.99
participant_192,LDM,156.0,0.21999999999999997,0.30000000000000004,0.14,0.58,384.32,202.46,181.87
participant_193,LDM,152.0,0.24,0.28,0.19999999999999996,0.54,343.35,196.09,147.26
participant_194,LDM,118.0,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.5,327.35,148.11,179.24
participant_195,LDM,157.0,0.21499999999999997,0.25,0.18000000000000005,0.535,275.67,123.5,152.17
participant_196,LDM,124.0,0.38,0.27,0.49,0.39,243.8,121.19,122.61
participant_197,LDM,136.0,0.31999999999999995,0.41000000000000003,0.22999999999999998,0.59,287.48,158.8,128.68
participant_198,LDM,144.0,0.28,0.27,0.29000000000000004,0.49,416.88,234.4,182.47
participant_199,LDM,130.0,0.35,0.48,0.21999999999999997,0.63,282.51,149.94,132.57
participant_200,LDM,134.0,0.32999999999999996,0.49,0.17000000000000004,0.66,240.83,119.32,121.51
participant_201,LDM,147.0,0.265,0.29000000000000004,0.24,0.525,160.31,81.28,79.03
participant_202,LDM,168.0,0.16000000000000003,0.12,0.19999999999999996,0.46,2012.18,1075.63,936.56
participant_203,Mask-GIT,131.0,0.345,0.53,0.16000000000000003,0.685,752.9,332.6,420.31
participant_204,Mask-GIT,178.0,0.10999999999999999,0.10999999999999999,0.10999999999999999,0.5,292.9,135.49,157.41
participant_205,Mask-GIT,163.0,0.18500000000000005,0.25,0.12,0.565,125.01,61.79,63.22
participant_206,Mask-GIT,171.0,0.14500000000000002,0.13,0.16000000000000003,0.485,332.65,152.79,179.86
participant_207,Mask-GIT,163.0,0.18500000000000005,0.15000000000000002,0.21999999999999997,0.465,294.23,138.05,156.17
participant_208,Mask-GIT,173.0,0.135,0.10999999999999999,0.16000000000000003,0.475,236.09,100.88,135.21
participant_209,Mask-GIT,154.0,0.22999999999999998,0.18000000000000005,0.28,0.45,225.32,107.02,118.3
participant_210,Mask-GIT,160.0,0.19999999999999996,0.21999999999999997,0.18000000000000005,0.52,195.55,94.15,101.4
participant_211,Mask-GIT,167.0,0.16500000000000004,0.25,0.07999999999999996,0.585,200.35,100.67,99.68
participant_212,Mask-GIT,173.0,0.135,0.20999999999999996,0.06000000000000005,0.575,229.73,116.53,113.2
participant_213,Mask-GIT,140.0,0.30000000000000004,0.20999999999999996,0.39,0.41,489.53,240.26,249.28
participant_214,Mask-GIT,179.0,0.10499999999999998,0.09999999999999998,0.10999999999999999,0.495,244.52,123.55,120.96
participant_215,Mask-GIT,169.0,0.15500000000000003,0.18999999999999995,0.12,0.535,147.37,72.42,74.95
participant_216,Mask-GIT,184.0,0.07999999999999996,0.06999999999999995,0.08999999999999997,0.49,326.76,135.11,191.66
participant_217,Mask-GIT,155.0,0.22499999999999998,0.27,0.18000000000000005,0.545,324.48,166.61,157.87
participant_218,Mask-GIT,163.0,0.18500000000000005,0.19999999999999996,0.17000000000000004,0.515,224.52,102.3,122.21
participant_219,Mask-GIT,185.0,0.07499999999999996,0.08999999999999997,0.06000000000000005,0.515,435.35,194.24,241.11
participant_220,Mask-GIT,149.0,0.255,0.25,0.26,0.495,160.13,81.99,78.14
participant_221,Mask-GIT,145.0,0.275,0.13,0.42000000000000004,0.355,168.12,74.84,93.28
participant_222,Mask-GIT,172.0,0.14,0.13,0.15000000000000002,0.49,260.62,125.24,135.38
participant_223,Mask-GIT,124.0,0.38,0.62,0.14,0.74,313.22,154.72,158.5
participant_224,Mask-GIT,166.0,0.17000000000000004,0.19999999999999996,0.14,0.53,296.74,167.21,129.53
participant_225,Mask-GIT,174.0,0.13,0.09999999999999998,0.16000000000000003,0.47,226.71,104.38,122.33
participant_226,Mask-GIT,170.0,0.15000000000000002,0.18999999999999995,0.10999999999999999,0.54,256.69,122.24,134.46
participant_227,Mask-GIT,175.0,0.125,0.18999999999999995,0.06000000000000005,0.565,195.06,87.24,107.82
participant_228,RQ-Transformer,150.0,0.25,0.21999999999999997,0.28,0.47,178.24,86.85,91.39
participant_229,RQ-Transformer,151.0,0.245,0.24,0.25,0.495,261.37,114.79,146.57
participant_230,RQ-Transformer,149.0,0.255,0.26,0.25,0.505,173.29,87.96,85.32
participant_231,RQ-Transformer,149.0,0.255,0.25,0.26,0.495,275.59,138.87,136.71
participant_232,RQ-Transformer,161.0,0.19499999999999995,0.22999999999999998,0.16000000000000003,0.535,202.41,97.17,105.25
participant_233,RQ-Transformer,152.0,0.24,0.18999999999999995,0.29000000000000004,0.45,191.94,87.3,104.65
participant_234,RQ-Transformer,127.0,0.365,0.47,0.26,0.605,181.99,90.75,91.24
participant_235,RQ-Transformer,160.0,0.19999999999999996,0.18999999999999995,0.20999999999999996,0.49,366.2,184.82,181.39
participant_236,RQ-Transformer,161.0,0.19499999999999995,0.08999999999999997,0.30000000000000004,0.395,255.93,110.71,145.22
participant_237,RQ-Transformer,149.0,0.255,0.31000000000000005,0.19999999999999996,0.555,185.75,94.95,90.8
participant_238,RQ-Transformer,150.0,0.25,0.32999999999999996,0.17000000000000004,0.58,314.9,183.53,131.36
participant_239,RQ-Transformer,156.0,0.21999999999999997,0.29000000000000004,0.15000000000000002,0.57,318.31,211.32,106.99
participant_240,RQ-Transformer,175.0,0.125,0.12,0.13,0.495,391.75,109.26,282.49
participant_241,RQ-Transformer,143.0,0.28500000000000003,0.22999999999999998,0.33999999999999997,0.445,546.41,273.98,272.44
participant_242,RQ-Transformer,148.0,0.26,0.30000000000000004,0.21999999999999997,0.54,679.38,325.79,353.59
participant_243,RQ-Transformer,174.0,0.13,0.16000000000000003,0.09999999999999998,0.53,214.17,102.36,111.81
participant_244,RQ-Transformer,156.0,0.21999999999999997,0.30000000000000004,0.14,0.58,231.39,111.17,120.22
participant_245,RQ-Transformer,176.0,0.12,0.10999999999999999,0.13,0.49,359.27,159.09,200.18
participant_246,RQ-Transformer,160.0,0.19999999999999996,0.25,0.15000000000000002,0.55,189.03,89.11,99.93
participant_247,RQ-Transformer,146.0,0.27,0.31999999999999995,0.21999999999999997,0.55,299.18,150.96,148.22
participant_248,RQ-Transformer,172.0,0.14,0.18000000000000005,0.09999999999999998,0.54,265.18,130.73,134.45
participant_249,RQ-Transformer,153.0,0.235,0.20999999999999996,0.26,0.475,400.99,188.23,212.76
participant_250,RQ-Transformer,140.0,0.30000000000000004,0.41000000000000003,0.18999999999999995,0.61,324.28,160.98,163.3
participant_251,RQ-Transformer,147.0,0.265,0.22999999999999998,0.30000000000000004,0.465,260.46,124.86,135.6
participant_252,RQ-Transformer,158.0,0.20999999999999996,0.22999999999999998,0.18999999999999995,0.52,689.65,337.41,352.24
participant_253,RQ-Transformer,175.0,0.125,0.17000000000000004,0.07999999999999996,0.545,244.1,123.02,121.08
participant_254,StyleGAN-XL,163.0,0.18500000000000005,0.18999999999999995,0.18000000000000005,0.505,437.02,216.58,220.44
participant_255,StyleGAN-XL,187.0,0.06499999999999995,0.08999999999999997,0.040000000000000036,0.525,457.43,233.62,223.81
participant_256,StyleGAN-XL,178.0,0.10999999999999999,0.07999999999999996,0.14,0.47,212.28,99.01,113.27
participant_257,StyleGAN-XL,164.0,0.18000000000000005,0.15000000000000002,0.20999999999999996,0.47,202.63,96.78,105.84
